"Step","base_config_0118 - train_10m_u_component_of_wind_lwrmse","base_config_0118 - train_10m_u_component_of_wind_lwrmse__MIN","base_config_0118 - train_10m_u_component_of_wind_lwrmse__MAX"
"48086","1.457351096248091","1.457351096248091","1.457351096248091"
"48089","1.4667502506573813","1.4667502506573813","1.4667502506573813"
"48092","1.443363355394561","1.443363355394561","1.443363355394561"
"48095","1.470075161117264","1.470075161117264","1.470075161117264"
"48098","1.4696999935039214","1.4696999935039214","1.4696999935039214"
"48101","1.448197418239423","1.448197418239423","1.448197418239423"
"48104","1.509365355944714","1.509365355944714","1.509365355944714"
"48107","1.5316693129071204","1.5316693129071204","1.5316693129071204"
"48110","1.4373073402059153","1.4373073402059153","1.4373073402059153"
"48113","1.4353499045688731","1.4353499045688731","1.4353499045688731"
"48116","1.4506502311872964","1.4506502311872964","1.4506502311872964"
"48119","1.43503730900734","1.43503730900734","1.43503730900734"
"48122","1.454992558565694","1.454992558565694","1.454992558565694"
"48125","1.4752766601861425","1.4752766601861425","1.4752766601861425"
"48128","1.4839569472390182","1.4839569472390182","1.4839569472390182"
"48131","1.4575990769774867","1.4575990769774867","1.4575990769774867"
"48134","1.4746609678612463","1.4746609678612463","1.4746609678612463"
"48137","1.4643729156538219","1.4643729156538219","1.4643729156538219"
"48140","1.4579149551893984","1.4579149551893984","1.4579149551893984"
"48143","1.4304915054588112","1.4304915054588112","1.4304915054588112"
"48149","1.4610974158794994","1.4610974158794994","1.4610974158794994"
"48152","1.4579129189712652","1.4579129189712652","1.4579129189712652"
"48155","1.4814933902859715","1.4814933902859715","1.4814933902859715"
"48158","1.4691203519518643","1.4691203519518643","1.4691203519518643"
"48161","1.452253947209076","1.452253947209076","1.452253947209076"
"48164","1.4701218573357744","1.4701218573357744","1.4701218573357744"
"48167","1.4586839348125447","1.4586839348125447","1.4586839348125447"
"48170","1.539360705214806","1.539360705214806","1.539360705214806"
"48173","1.457727791468172","1.457727791468172","1.457727791468172"
"48176","1.4508966980230837","1.4508966980230837","1.4508966980230837"
"48179","1.483687683261111","1.483687683261111","1.483687683261111"
"48182","1.4383270033773643","1.4383270033773643","1.4383270033773643"
"48185","1.4900712809172303","1.4900712809172303","1.4900712809172303"
"48188","1.46392704121549","1.46392704121549","1.46392704121549"
"48191","1.4837690731193238","1.4837690731193238","1.4837690731193238"
"48194","1.4677819857603556","1.4677819857603556","1.4677819857603556"
"48197","1.445314965207396","1.445314965207396","1.445314965207396"
"48200","1.4718524271414735","1.4718524271414735","1.4718524271414735"
"48203","1.4491283133854025","1.4491283133854025","1.4491283133854025"
"48206","1.471464721895507","1.471464721895507","1.471464721895507"
"48209","1.472343943168245","1.472343943168245","1.472343943168245"
"48212","1.4842595508653933","1.4842595508653933","1.4842595508653933"
"48215","1.4767312860729658","1.4767312860729658","1.4767312860729658"
"48218","1.4590838683061784","1.4590838683061784","1.4590838683061784"
"48221","1.440468488497194","1.440468488497194","1.440468488497194"
"48224","1.4772921072907446","1.4772921072907446","1.4772921072907446"
"48227","1.4611086643649853","1.4611086643649853","1.4611086643649853"
"48236","1.4394196566804909","1.4394196566804909","1.4394196566804909"
"48239","1.4934185895079763","1.4934185895079763","1.4934185895079763"
"48242","1.4408015833667864","1.4408015833667864","1.4408015833667864"
"48245","1.4658477220527515","1.4658477220527515","1.4658477220527515"
"48248","1.4588966664499996","1.4588966664499996","1.4588966664499996"
"48251","1.483080858290195","1.483080858290195","1.483080858290195"
"48254","1.5331068901616982","1.5331068901616982","1.5331068901616982"
"48257","1.4876200527603909","1.4876200527603909","1.4876200527603909"
"48260","1.4694637036924805","1.4694637036924805","1.4694637036924805"
"48263","1.4564002014829285","1.4564002014829285","1.4564002014829285"
"48269","1.4599953948788107","1.4599953948788107","1.4599953948788107"
"48272","1.4677668920431537","1.4677668920431537","1.4677668920431537"
"48275","1.4461263695584539","1.4461263695584539","1.4461263695584539"
"48278","1.4544116491753027","1.4544116491753027","1.4544116491753027"
"48281","1.4691473921689173","1.4691473921689173","1.4691473921689173"
"48287","1.4849541098483954","1.4849541098483954","1.4849541098483954"
"48290","1.5039848183012563","1.5039848183012563","1.5039848183012563"
"48293","1.4607330781588859","1.4607330781588859","1.4607330781588859"
"48296","1.4886930123652753","1.4886930123652753","1.4886930123652753"
"48299","1.4810959897180653","1.4810959897180653","1.4810959897180653"
"48302","1.4850873172411645","1.4850873172411645","1.4850873172411645"
"48305","1.463954317437795","1.463954317437795","1.463954317437795"
"48308","1.4616596789636898","1.4616596789636898","1.4616596789636898"
"48311","1.4497316784778285","1.4497316784778285","1.4497316784778285"
"48314","1.443851189833617","1.443851189833617","1.443851189833617"
"48317","1.4592197668427551","1.4592197668427551","1.4592197668427551"
"48320","1.439194807216784","1.439194807216784","1.439194807216784"
"48323","1.470624994440249","1.470624994440249","1.470624994440249"
"48326","1.447873884174136","1.447873884174136","1.447873884174136"
"48329","1.4822600658051517","1.4822600658051517","1.4822600658051517"
"48335","1.436777612019694","1.436777612019694","1.436777612019694"
"48338","1.4979171467176717","1.4979171467176717","1.4979171467176717"
"48344","1.446111996463424","1.446111996463424","1.446111996463424"
"48347","1.4636742140047134","1.4636742140047134","1.4636742140047134"
"48350","1.4418676512589514","1.4418676512589514","1.4418676512589514"
"48353","1.5295861814813898","1.5295861814813898","1.5295861814813898"
"48356","1.4435140363964836","1.4435140363964836","1.4435140363964836"
"48359","1.455128291281202","1.455128291281202","1.455128291281202"
"48362","1.4322259170841107","1.4322259170841107","1.4322259170841107"
"48368","1.511202503711056","1.511202503711056","1.511202503711056"
"48371","1.4294168389951332","1.4294168389951332","1.4294168389951332"
"48374","1.465870435417599","1.465870435417599","1.465870435417599"
"48380","1.4616029267395412","1.4616029267395412","1.4616029267395412"
"48383","1.4571573494890857","1.4571573494890857","1.4571573494890857"
"48386","1.4772481700754883","1.4772481700754883","1.4772481700754883"
"48389","1.4730354815190874","1.4730354815190874","1.4730354815190874"
"48392","1.4470420184076807","1.4470420184076807","1.4470420184076807"
"48395","1.45816207739061","1.45816207739061","1.45816207739061"
"48398","1.5216703797522872","1.5216703797522872","1.5216703797522872"
"48404","1.453936856123691","1.453936856123691","1.453936856123691"
"48407","1.4540278170074286","1.4540278170074286","1.4540278170074286"
"48410","1.4581671810843504","1.4581671810843504","1.4581671810843504"
"48413","1.4764315740669693","1.4764315740669693","1.4764315740669693"
"48416","1.44695452854494","1.44695452854494","1.44695452854494"
"48419","1.5050949358204333","1.5050949358204333","1.5050949358204333"
"48422","1.5174844939916299","1.5174844939916299","1.5174844939916299"
"48425","1.4340850948607897","1.4340850948607897","1.4340850948607897"
"48431","1.4643293720240507","1.4643293720240507","1.4643293720240507"
"48434","1.4605622775884084","1.4605622775884084","1.4605622775884084"
"48437","1.4894349244119356","1.4894349244119356","1.4894349244119356"
"48440","1.507501697992144","1.507501697992144","1.507501697992144"
"48443","1.4923840311906256","1.4923840311906256","1.4923840311906256"
"48446","1.4359445474437136","1.4359445474437136","1.4359445474437136"
"48449","1.4795571039398616","1.4795571039398616","1.4795571039398616"
"48452","1.428045308764884","1.428045308764884","1.428045308764884"
"48455","1.4637069846065545","1.4637069846065545","1.4637069846065545"
"48458","1.4362969964621077","1.4362969964621077","1.4362969964621077"
"48461","1.4473888656772562","1.4473888656772562","1.4473888656772562"
"48464","1.459054607126074","1.459054607126074","1.459054607126074"
"48467","1.4743552577518844","1.4743552577518844","1.4743552577518844"
"48470","1.5210847013967363","1.5210847013967363","1.5210847013967363"
"48473","1.4335937050787577","1.4335937050787577","1.4335937050787577"
"48476","1.447154662754661","1.447154662754661","1.447154662754661"
"48479","1.4341987589318665","1.4341987589318665","1.4341987589318665"
"48482","1.4905180188682288","1.4905180188682288","1.4905180188682288"
"48488","1.4588634476504454","1.4588634476504454","1.4588634476504454"
"48491","1.4719553302110764","1.4719553302110764","1.4719553302110764"
"48494","1.4663811920316472","1.4663811920316472","1.4663811920316472"
"48497","1.4581825511302733","1.4581825511302733","1.4581825511302733"
"48500","1.4693361128303293","1.4693361128303293","1.4693361128303293"
"48503","1.4484548882189183","1.4484548882189183","1.4484548882189183"
"48506","1.4546675469633095","1.4546675469633095","1.4546675469633095"
"48509","1.4734972622289009","1.4734972622289009","1.4734972622289009"
"48515","1.4911679881341737","1.4911679881341737","1.4911679881341737"
"48518","1.4813001700860007","1.4813001700860007","1.4813001700860007"
"48521","1.5102692606405737","1.5102692606405737","1.5102692606405737"
"48524","1.462497779573397","1.462497779573397","1.462497779573397"
"48530","1.4716451983265109","1.4716451983265109","1.4716451983265109"
"48533","1.4987158703724475","1.4987158703724475","1.4987158703724475"
"48536","1.4365207842626415","1.4365207842626415","1.4365207842626415"
"48542","1.4858488957895477","1.4858488957895477","1.4858488957895477"
"48545","1.4405956367302708","1.4405956367302708","1.4405956367302708"
"48548","1.4643275318091673","1.4643275318091673","1.4643275318091673"
"48551","1.4626457958523882","1.4626457958523882","1.4626457958523882"
"48554","1.468204096591537","1.468204096591537","1.468204096591537"
"48557","1.4743351220222098","1.4743351220222098","1.4743351220222098"
"48560","1.4401328943376925","1.4401328943376925","1.4401328943376925"
"48563","1.46423905328807","1.46423905328807","1.46423905328807"
"48566","1.498399549914577","1.498399549914577","1.498399549914577"
"48569","1.4586865646886917","1.4586865646886917","1.4586865646886917"
"48572","1.4479243981185044","1.4479243981185044","1.4479243981185044"
"48575","1.4524609564155189","1.4524609564155189","1.4524609564155189"
"48578","1.45443742223163","1.45443742223163","1.45443742223163"
"48581","1.4673173441858016","1.4673173441858016","1.4673173441858016"
"48584","1.495892617339224","1.495892617339224","1.495892617339224"
"48587","1.4420472835318459","1.4420472835318459","1.4420472835318459"
"48590","1.4811630994933511","1.4811630994933511","1.4811630994933511"
"48593","1.444171991186542","1.444171991186542","1.444171991186542"
"48596","1.4489196707749499","1.4489196707749499","1.4489196707749499"
"48599","1.4982564708328157","1.4982564708328157","1.4982564708328157"
"48602","1.4830094568662058","1.4830094568662058","1.4830094568662058"
"48608","1.455056058504208","1.455056058504208","1.455056058504208"
"48611","1.4757217330737227","1.4757217330737227","1.4757217330737227"
"48614","1.4578136866401743","1.4578136866401743","1.4578136866401743"
"48617","1.4769403408722221","1.4769403408722221","1.4769403408722221"
"48620","1.4241151434375636","1.4241151434375636","1.4241151434375636"
"48623","1.461460514866144","1.461460514866144","1.461460514866144"
"48626","1.4967148376436095","1.4967148376436095","1.4967148376436095"
"48629","1.4624890798458798","1.4624890798458798","1.4624890798458798"
"48632","1.4466224125908556","1.4466224125908556","1.4466224125908556"
"48635","1.4556470878203964","1.4556470878203964","1.4556470878203964"
"48638","1.4883499302988088","1.4883499302988088","1.4883499302988088"
"48641","1.429474295632344","1.429474295632344","1.429474295632344"
"48644","1.5277017116881937","1.5277017116881937","1.5277017116881937"
"48650","1.4776928907260145","1.4776928907260145","1.4776928907260145"
"48653","1.4703283727627916","1.4703283727627916","1.4703283727627916"
"48656","1.4751734823913878","1.4751734823913878","1.4751734823913878"
"48662","1.4843754645295089","1.4843754645295089","1.4843754645295089"
"48665","1.449122757130583","1.449122757130583","1.449122757130583"
"48668","1.4661251358745553","1.4661251358745553","1.4661251358745553"
"48674","1.4710649979989818","1.4710649979989818","1.4710649979989818"
"48677","1.4588765391927176","1.4588765391927176","1.4588765391927176"
"48680","1.4998045001934421","1.4998045001934421","1.4998045001934421"
"48683","1.4589327401303938","1.4589327401303938","1.4589327401303938"
"48686","1.4822685318631852","1.4822685318631852","1.4822685318631852"
"48692","1.4687163672355226","1.4687163672355226","1.4687163672355226"
"48695","1.4569543189006897","1.4569543189006897","1.4569543189006897"
"48698","1.4818976244667024","1.4818976244667024","1.4818976244667024"
"48701","1.4455928535168758","1.4455928535168758","1.4455928535168758"
"48704","1.4743537117033996","1.4743537117033996","1.4743537117033996"
"48707","1.4994064131215972","1.4994064131215972","1.4994064131215972"
"48710","1.4370587179359082","1.4370587179359082","1.4370587179359082"
"48713","1.4646974691407577","1.4646974691407577","1.4646974691407577"
"48716","1.468746796051769","1.468746796051769","1.468746796051769"
"48719","1.4826087224853286","1.4826087224853286","1.4826087224853286"
"48722","1.4644653652119468","1.4644653652119468","1.4644653652119468"
"48728","1.4560379436665885","1.4560379436665885","1.4560379436665885"
"48734","1.4454440127494579","1.4454440127494579","1.4454440127494579"
"48737","1.4574587074189629","1.4574587074189629","1.4574587074189629"
"48740","1.4741518136561516","1.4741518136561516","1.4741518136561516"
"48743","1.4523833099171346","1.4523833099171346","1.4523833099171346"
"48746","1.4563951379805757","1.4563951379805757","1.4563951379805757"
"48749","1.451531699096368","1.451531699096368","1.451531699096368"
"48752","1.4881695887248312","1.4881695887248312","1.4881695887248312"
"48755","1.4324003803714123","1.4324003803714123","1.4324003803714123"
"48758","1.48004448174341","1.48004448174341","1.48004448174341"
"48761","1.4922188156689191","1.4922188156689191","1.4922188156689191"
"48764","1.4842459411878342","1.4842459411878342","1.4842459411878342"
"48767","1.4548114882289742","1.4548114882289742","1.4548114882289742"
"48770","1.4302807967080964","1.4302807967080964","1.4302807967080964"
"48773","1.4311162035252645","1.4311162035252645","1.4311162035252645"
"48776","1.4712910137038375","1.4712910137038375","1.4712910137038375"
"48779","1.4802813242601272","1.4802813242601272","1.4802813242601272"
"48782","1.4867539418588032","1.4867539418588032","1.4867539418588032"
"48785","1.4560499714542035","1.4560499714542035","1.4560499714542035"
"48788","1.427809590570386","1.427809590570386","1.427809590570386"
"48791","1.4440449274643163","1.4440449274643163","1.4440449274643163"
"48794","1.4425792720523913","1.4425792720523913","1.4425792720523913"
"48800","1.4500733849416758","1.4500733849416758","1.4500733849416758"
"48803","1.495868074784471","1.495868074784471","1.495868074784471"
"48806","1.4588907206645094","1.4588907206645094","1.4588907206645094"
"48809","1.4480450726597174","1.4480450726597174","1.4480450726597174"
"48818","1.4585783065475075","1.4585783065475075","1.4585783065475075"
"48821","1.4482851002049464","1.4482851002049464","1.4482851002049464"
"48824","1.423647006157755","1.423647006157755","1.423647006157755"
"48827","1.4320650751512876","1.4320650751512876","1.4320650751512876"
"48830","1.4566039781854045","1.4566039781854045","1.4566039781854045"
"48833","1.46647956527462","1.46647956527462","1.46647956527462"
"48836","1.4959626014955316","1.4959626014955316","1.4959626014955316"
"48839","1.4435489963880983","1.4435489963880983","1.4435489963880983"
"48842","1.4487384117101416","1.4487384117101416","1.4487384117101416"
"48848","1.458176421019978","1.458176421019978","1.458176421019978"
"48851","1.4521097882069949","1.4521097882069949","1.4521097882069949"
"48857","1.4851261730226484","1.4851261730226484","1.4851261730226484"
"48860","1.4189030160869733","1.4189030160869733","1.4189030160869733"
"48863","1.4541839674420094","1.4541839674420094","1.4541839674420094"
"48866","1.508817072033196","1.508817072033196","1.508817072033196"
"48872","1.444273840033553","1.444273840033553","1.444273840033553"
"48875","1.464799872423915","1.464799872423915","1.464799872423915"
"48881","1.5130152230324656","1.5130152230324656","1.5130152230324656"
"48890","1.4498964490372792","1.4498964490372792","1.4498964490372792"
"48893","1.449137636434504","1.449137636434504","1.449137636434504"
"48896","1.464070618183142","1.464070618183142","1.464070618183142"
"48899","1.459482424300957","1.459482424300957","1.459482424300957"
"48902","1.4844614906613376","1.4844614906613376","1.4844614906613376"
"48905","1.4593561329164497","1.4593561329164497","1.4593561329164497"
"48908","1.4629809406573475","1.4629809406573475","1.4629809406573475"
"48911","1.4854722581926474","1.4854722581926474","1.4854722581926474"
"48914","1.4819232344068538","1.4819232344068538","1.4819232344068538"
"48917","1.447661782578782","1.447661782578782","1.447661782578782"
"48920","1.4790594529341885","1.4790594529341885","1.4790594529341885"
"48923","1.441574811519593","1.441574811519593","1.441574811519593"
"48929","1.4698326725037303","1.4698326725037303","1.4698326725037303"
"48932","1.4531943764970758","1.4531943764970758","1.4531943764970758"
"48935","1.4824235692934338","1.4824235692934338","1.4824235692934338"
"48941","1.4422988480319865","1.4422988480319865","1.4422988480319865"
"48944","1.4596387881205666","1.4596387881205666","1.4596387881205666"
"48947","1.485867691045598","1.485867691045598","1.485867691045598"
"48952","1.4415679553723","1.4415679553723","1.4415679553723"
"48955","1.4732680463283896","1.4732680463283896","1.4732680463283896"
"48958","1.483344433149785","1.483344433149785","1.483344433149785"
"48961","1.4436489118435734","1.4436489118435734","1.4436489118435734"
"48967","1.4421515308514814","1.4421515308514814","1.4421515308514814"
"48970","1.4741965523216303","1.4741965523216303","1.4741965523216303"
"48973","1.4441281937743153","1.4441281937743153","1.4441281937743153"
"48976","1.4791478005662386","1.4791478005662386","1.4791478005662386"
"48979","1.4490023296680432","1.4490023296680432","1.4490023296680432"
"48982","1.4770168511995523","1.4770168511995523","1.4770168511995523"
"48985","1.424199807316371","1.424199807316371","1.424199807316371"
"48988","1.4726688847437832","1.4726688847437832","1.4726688847437832"
"48994","1.4518644617332206","1.4518644617332206","1.4518644617332206"
"48997","1.5218087681421448","1.5218087681421448","1.5218087681421448"
"49000","1.4585530308021661","1.4585530308021661","1.4585530308021661"
"49003","1.4528708127317367","1.4528708127317367","1.4528708127317367"
"49006","1.4479649435928297","1.4479649435928297","1.4479649435928297"
"49009","1.453337689496846","1.453337689496846","1.453337689496846"
"49012","1.4370479624755026","1.4370479624755026","1.4370479624755026"
"49015","1.4513577211875752","1.4513577211875752","1.4513577211875752"
"49018","1.4344722972995407","1.4344722972995407","1.4344722972995407"
"49021","1.4593842165867157","1.4593842165867157","1.4593842165867157"
"49027","1.4469733420209443","1.4469733420209443","1.4469733420209443"
"49030","1.4534964923360636","1.4534964923360636","1.4534964923360636"
"49033","1.4827964353630154","1.4827964353630154","1.4827964353630154"
"49036","1.4667171253449618","1.4667171253449618","1.4667171253449618"
"49039","1.4510436539559506","1.4510436539559506","1.4510436539559506"
"49042","1.4591990594263973","1.4591990594263973","1.4591990594263973"
"49045","1.4563201529144494","1.4563201529144494","1.4563201529144494"
"49048","1.4572441119589248","1.4572441119589248","1.4572441119589248"
"49051","1.471862288008815","1.471862288008815","1.471862288008815"
"49054","1.4463033708210522","1.4463033708210522","1.4463033708210522"
"49057","1.4809084905238097","1.4809084905238097","1.4809084905238097"
"49060","1.4500864319784894","1.4500864319784894","1.4500864319784894"
"49063","1.4737307757099756","1.4737307757099756","1.4737307757099756"
"49066","1.4438342417823962","1.4438342417823962","1.4438342417823962"
"49069","1.435197451036138","1.435197451036138","1.435197451036138"
"49072","1.4725890679870708","1.4725890679870708","1.4725890679870708"
"49075","1.4761511790312594","1.4761511790312594","1.4761511790312594"
"49078","1.4525076503486742","1.4525076503486742","1.4525076503486742"
"49081","1.458336989488895","1.458336989488895","1.458336989488895"
"49087","1.450426594163864","1.450426594163864","1.450426594163864"
"49090","1.4706605219322455","1.4706605219322455","1.4706605219322455"
"49093","1.4651463807543013","1.4651463807543013","1.4651463807543013"
"49096","1.4379370437415835","1.4379370437415835","1.4379370437415835"
"49099","1.4501642169152578","1.4501642169152578","1.4501642169152578"
"49102","1.4556481110407093","1.4556481110407093","1.4556481110407093"
"49105","1.5036749535331217","1.5036749535331217","1.5036749535331217"
"49108","1.444532677019331","1.444532677019331","1.444532677019331"
"49111","1.423654348314582","1.423654348314582","1.423654348314582"
"49114","1.441821078660697","1.441821078660697","1.441821078660697"
"49117","1.4514898787758101","1.4514898787758101","1.4514898787758101"
"49120","1.4087467010781514","1.4087467010781514","1.4087467010781514"
"49123","1.4545355300494185","1.4545355300494185","1.4545355300494185"
"49126","1.4912943548340043","1.4912943548340043","1.4912943548340043"
"49129","1.4278783488390001","1.4278783488390001","1.4278783488390001"
"49132","1.4573148088217391","1.4573148088217391","1.4573148088217391"
"49135","1.4444724556692","1.4444724556692","1.4444724556692"
"49138","1.446430844011374","1.446430844011374","1.446430844011374"
"49141","1.4781025810054045","1.4781025810054045","1.4781025810054045"
"49144","1.4575752879997648","1.4575752879997648","1.4575752879997648"
"49150","1.497972406042975","1.497972406042975","1.497972406042975"
"49153","1.416435223949239","1.416435223949239","1.416435223949239"
"49156","1.4542274132793775","1.4542274132793775","1.4542274132793775"
"49162","1.502632889512875","1.502632889512875","1.502632889512875"
"49168","1.4684761192557207","1.4684761192557207","1.4684761192557207"
"49171","1.4514277645975773","1.4514277645975773","1.4514277645975773"
"49174","1.4342245406238623","1.4342245406238623","1.4342245406238623"
"49177","1.4573729390291086","1.4573729390291086","1.4573729390291086"
"49180","1.4530420130751551","1.4530420130751551","1.4530420130751551"
"49183","1.4316350858324378","1.4316350858324378","1.4316350858324378"
"49186","1.422272764022911","1.422272764022911","1.422272764022911"
"49189","1.440910334154432","1.440910334154432","1.440910334154432"
"49192","1.446982252921268","1.446982252921268","1.446982252921268"
"49195","1.4828868141915261","1.4828868141915261","1.4828868141915261"
"49198","1.4927946298574983","1.4927946298574983","1.4927946298574983"
"49201","1.4406416817046979","1.4406416817046979","1.4406416817046979"
"49204","1.4781703861385638","1.4781703861385638","1.4781703861385638"
"49207","1.4376096947621928","1.4376096947621928","1.4376096947621928"
"49210","1.4835813112330118","1.4835813112330118","1.4835813112330118"
"49213","1.4786474250354023","1.4786474250354023","1.4786474250354023"
"49216","1.4468281364489828","1.4468281364489828","1.4468281364489828"
"49219","1.4496740335142093","1.4496740335142093","1.4496740335142093"
"49222","1.4882306217725345","1.4882306217725345","1.4882306217725345"
"49228","1.5029381241566913","1.5029381241566913","1.5029381241566913"
"49231","1.5042234814199928","1.5042234814199928","1.5042234814199928"
"49234","1.4476200215893544","1.4476200215893544","1.4476200215893544"
"49237","1.4646076993289103","1.4646076993289103","1.4646076993289103"
"49240","1.5259306796661505","1.5259306796661505","1.5259306796661505"
"49243","1.4717527878704184","1.4717527878704184","1.4717527878704184"
"49246","1.4636358225344073","1.4636358225344073","1.4636358225344073"
"49249","1.4137094226349398","1.4137094226349398","1.4137094226349398"
"49252","1.4769755594457725","1.4769755594457725","1.4769755594457725"
"49258","1.4648239639268605","1.4648239639268605","1.4648239639268605"
"49261","1.467746664032082","1.467746664032082","1.467746664032082"
"49264","1.4526072591242858","1.4526072591242858","1.4526072591242858"
"49267","1.453526303736255","1.453526303736255","1.453526303736255"
"49270","1.4352141647647174","1.4352141647647174","1.4352141647647174"
"49273","1.4765801490057897","1.4765801490057897","1.4765801490057897"
"49276","1.4566595473217976","1.4566595473217976","1.4566595473217976"
"49279","1.440103982232879","1.440103982232879","1.440103982232879"
"49282","1.4265272177897157","1.4265272177897157","1.4265272177897157"
"49285","1.4393295270984132","1.4393295270984132","1.4393295270984132"
"49288","1.4567709899642756","1.4567709899642756","1.4567709899642756"
"49291","1.4915210398069036","1.4915210398069036","1.4915210398069036"
"49297","1.4469321636028016","1.4469321636028016","1.4469321636028016"
"49300","1.5176240230575804","1.5176240230575804","1.5176240230575804"
"49303","1.4781555117297185","1.4781555117297185","1.4781555117297185"
"49306","1.4727240152019896","1.4727240152019896","1.4727240152019896"
"49309","1.463210461305682","1.463210461305682","1.463210461305682"
"49312","1.4663467438466258","1.4663467438466258","1.4663467438466258"
"49315","1.4642021060138866","1.4642021060138866","1.4642021060138866"
"49318","1.4527529397734023","1.4527529397734023","1.4527529397734023"
"49321","1.4589941665822774","1.4589941665822774","1.4589941665822774"
"49324","1.4712765784814477","1.4712765784814477","1.4712765784814477"
"49327","1.4729469975723737","1.4729469975723737","1.4729469975723737"
"49330","1.452260511540854","1.452260511540854","1.452260511540854"
"49333","1.4431060887577667","1.4431060887577667","1.4431060887577667"
"49336","1.4257041662597925","1.4257041662597925","1.4257041662597925"
"49339","1.4620001306198658","1.4620001306198658","1.4620001306198658"
"49342","1.4296232475258441","1.4296232475258441","1.4296232475258441"
"49345","1.4533201094606243","1.4533201094606243","1.4533201094606243"
"49348","1.4542338858315236","1.4542338858315236","1.4542338858315236"
"49354","1.438001907759664","1.438001907759664","1.438001907759664"
"49357","1.4494943054836353","1.4494943054836353","1.4494943054836353"
"49360","1.5374979724209505","1.5374979724209505","1.5374979724209505"
"49363","1.5224138190764556","1.5224138190764556","1.5224138190764556"
"49366","1.4647281978988922","1.4647281978988922","1.4647281978988922"
"49369","1.446775596974202","1.446775596974202","1.446775596974202"
"49381","1.4308561284289727","1.4308561284289727","1.4308561284289727"
"49387","1.4499899997315249","1.4499899997315249","1.4499899997315249"
"49390","1.464179940317401","1.464179940317401","1.464179940317401"
"49393","1.4841317433581331","1.4841317433581331","1.4841317433581331"
"49396","1.4791576665992432","1.4791576665992432","1.4791576665992432"
"49399","1.434996498745157","1.434996498745157","1.434996498745157"
"49402","1.4422453485069475","1.4422453485069475","1.4422453485069475"
"49405","1.448659506527677","1.448659506527677","1.448659506527677"
"49408","1.463946857596655","1.463946857596655","1.463946857596655"
"49411","1.453142082028891","1.453142082028891","1.453142082028891"
"49414","1.4641594060827179","1.4641594060827179","1.4641594060827179"
"49417","1.4658330093087892","1.4658330093087892","1.4658330093087892"
"49420","1.4394924518799161","1.4394924518799161","1.4394924518799161"
"49423","1.444740496701023","1.444740496701023","1.444740496701023"
"49429","1.459870405024994","1.459870405024994","1.459870405024994"
"49432","1.4569654346999172","1.4569654346999172","1.4569654346999172"
"49435","1.4645692315256809","1.4645692315256809","1.4645692315256809"
"49438","1.4199093285664501","1.4199093285664501","1.4199093285664501"
"49441","1.4402441324048756","1.4402441324048756","1.4402441324048756"
"49444","1.5170420846609631","1.5170420846609631","1.5170420846609631"
"49447","1.4303743248394336","1.4303743248394336","1.4303743248394336"
"49450","1.4521985988279993","1.4521985988279993","1.4521985988279993"
"49453","1.4748658311253078","1.4748658311253078","1.4748658311253078"
"49456","1.4462258609676202","1.4462258609676202","1.4462258609676202"
"49459","1.4433701233518077","1.4433701233518077","1.4433701233518077"
"49462","1.4351470344123771","1.4351470344123771","1.4351470344123771"
"49465","1.4451679330876592","1.4451679330876592","1.4451679330876592"
"49468","1.4506237085172826","1.4506237085172826","1.4506237085172826"
"49471","1.464640744357495","1.464640744357495","1.464640744357495"
"49474","1.4449038155275842","1.4449038155275842","1.4449038155275842"
"49477","1.4708802939427317","1.4708802939427317","1.4708802939427317"
"49480","1.4777064744621882","1.4777064744621882","1.4777064744621882"
"49483","1.474168440129535","1.474168440129535","1.474168440129535"
"49486","1.4553377513326806","1.4553377513326806","1.4553377513326806"
"49489","1.4939246510675606","1.4939246510675606","1.4939246510675606"
"49492","1.4700671299919592","1.4700671299919592","1.4700671299919592"
"49495","1.4382914470379444","1.4382914470379444","1.4382914470379444"
"49498","1.4762093193243089","1.4762093193243089","1.4762093193243089"
"49501","1.454989417233342","1.454989417233342","1.454989417233342"
"49507","1.4414639319817768","1.4414639319817768","1.4414639319817768"
"49513","1.4518532166762426","1.4518532166762426","1.4518532166762426"
"49516","1.4530333673198774","1.4530333673198774","1.4530333673198774"
"49519","1.4639693455866616","1.4639693455866616","1.4639693455866616"
"49522","1.4576175151960056","1.4576175151960056","1.4576175151960056"
"49528","1.460361139854259","1.460361139854259","1.460361139854259"
"49531","1.44702903863634","1.44702903863634","1.44702903863634"
"49534","1.446501983371387","1.446501983371387","1.446501983371387"
"49537","1.4263334714755205","1.4263334714755205","1.4263334714755205"
"49540","1.4774639170416277","1.4774639170416277","1.4774639170416277"
"49543","1.4334529094306727","1.4334529094306727","1.4334529094306727"
"49546","1.4440616582803483","1.4440616582803483","1.4440616582803483"
"49549","1.4377716609632587","1.4377716609632587","1.4377716609632587"
"49552","1.4411031283149893","1.4411031283149893","1.4411031283149893"
"49555","1.445689730984553","1.445689730984553","1.445689730984553"
"49558","1.4321356471218267","1.4321356471218267","1.4321356471218267"
"49561","1.4402160630387872","1.4402160630387872","1.4402160630387872"
"49564","1.4615172514625276","1.4615172514625276","1.4615172514625276"
"49567","1.4628203745479642","1.4628203745479642","1.4628203745479642"
"49570","1.485324454470576","1.485324454470576","1.485324454470576"
"49573","1.465118481024666","1.465118481024666","1.465118481024666"
