"Relative Time (Process)","base_config_0118 - system/gpu.0.memoryAllocatedBytes","base_config_0118 - system/gpu.0.memoryAllocatedBytes__MIN","base_config_0118 - system/gpu.0.memoryAllocatedBytes__MAX","base_config_0118 - system/gpu.1.memoryAllocatedBytes","base_config_0118 - system/gpu.1.memoryAllocatedBytes__MIN","base_config_0118 - system/gpu.1.memoryAllocatedBytes__MAX","base_config_0118 - system/gpu.2.memoryAllocatedBytes","base_config_0118 - system/gpu.2.memoryAllocatedBytes__MIN","base_config_0118 - system/gpu.2.memoryAllocatedBytes__MAX","base_config_0118 - system/gpu.3.memoryAllocatedBytes","base_config_0118 - system/gpu.3.memoryAllocatedBytes__MIN","base_config_0118 - system/gpu.3.memoryAllocatedBytes__MAX"
"55517.988638","37202296832","37202296832","37202296832","37594464256","37594464256","37594464256","37430886400","37430886400","37430886400","37590269952","37590269952","37590269952"
"55540.999616","33127530496","33127530496","33127530496","34769600512","34769600512","34769600512","36921278464","36921278464","36921278464","34536816640","34536816640","34536816640"
"55547.992272","37202296832","37202296832","37202296832","37594464256","37594464256","37594464256","37430886400","37430886400","37430886400","37590269952","37590269952","37590269952"
"55571.055155","33127530496","33127530496","33127530496","34769600512","34769600512","34769600512","36921278464","36921278464","36921278464","34536816640","34536816640","34536816640"
"55577.998884","37202296832","37202296832","37202296832","37594464256","37594464256","37594464256","37430886400","37430886400","37430886400","37590269952","37590269952","37590269952"
"55601.059968","33127530496","33127530496","33127530496","34769600512","34769600512","34769600512","36921278464","36921278464","36921278464","34536816640","34536816640","34536816640"
"55631.074192","33127530496","33127530496","33127530496","34769600512","34769600512","34769600512","36921278464","36921278464","36921278464","34536816640","34536816640","34536816640"
"55638.005591","37202296832","37202296832","37202296832","37594464256","37594464256","37594464256","37430886400","37430886400","37430886400","37590269952","37590269952","37590269952"
"55661.103376","33127530496","33127530496","33127530496","34769600512","34769600512","34769600512","36921278464","36921278464","36921278464","34536816640","34536816640","34536816640"
"55668.006603","37202296832","37202296832","37202296832","37594464256","37594464256","37594464256","37430886400","37430886400","37430886400","37590269952","37590269952","37590269952"
"55691.146588","33127530496","33127530496","33127530496","34769600512","34769600512","34769600512","36921278464","36921278464","36921278464","34536816640","34536816640","34536816640"
"55698.009757","37202296832","37202296832","37202296832","37594464256","37594464256","37594464256","37430886400","37430886400","37430886400","37590269952","37590269952","37590269952"
"55721.237383","33127530496","33127530496","33127530496","34769600512","34769600512","34769600512","36921278464","36921278464","36921278464","34536816640","34536816640","34536816640"
"55728.012786","37202296832","37202296832","37202296832","37594464256","37594464256","37594464256","37430886400","37430886400","37430886400","37590269952","37590269952","37590269952"
"55758.01866","37202296832","37202296832","37202296832","37594464256","37594464256","37594464256","37430886400","37430886400","37430886400","37590269952","37590269952","37590269952"
"55781.261827","33127530496","33127530496","33127530496","34769600512","34769600512","34769600512","36921278464","36921278464","36921278464","34536816640","34536816640","34536816640"
"55788.049591","37202296832","37202296832","37202296832","37594464256","37594464256","37594464256","37430886400","37430886400","37430886400","37590269952","37590269952","37590269952"
"55811.28692","33127530496","33127530496","33127530496","34769600512","34769600512","34769600512","36921278464","36921278464","36921278464","34536816640","34536816640","34536816640"
"55818.073623","37202296832","37202296832","37202296832","37594464256","37594464256","37594464256","37430886400","37430886400","37430886400","37590269952","37590269952","37590269952"
"55841.294031","33127530496","33127530496","33127530496","34769600512","34769600512","34769600512","36921278464","36921278464","36921278464","34536816640","34536816640","34536816640"
"55848.14964","37202296832","37202296832","37202296832","37594464256","37594464256","37594464256","37430886400","37430886400","37430886400","37590269952","37590269952","37590269952"
"55871.337926","33127530496","33127530496","33127530496","34769600512","34769600512","34769600512","36921278464","36921278464","36921278464","34536816640","34536816640","34536816640"
"55878.151752","37202296832","37202296832","37202296832","37594464256","37594464256","37594464256","37430886400","37430886400","37430886400","37590269952","37590269952","37590269952"
"55901.35837","33127530496","33127530496","33127530496","34769600512","34769600512","34769600512","36921278464","36921278464","36921278464","34536816640","34536816640","34536816640"
"55908.15471","37202296832","37202296832","37202296832","37594464256","37594464256","37594464256","37430886400","37430886400","37430886400","37590269952","37590269952","37590269952"
"55931.373367","33127530496","33127530496","33127530496","34769600512","34769600512","34769600512","36921278464","36921278464","36921278464","34536816640","34536816640","34536816640"
"55938.158705","37202296832","37202296832","37202296832","37594464256","37594464256","37594464256","37430886400","37430886400","37430886400","37590269952","37590269952","37590269952"
"55961.406956","33127530496","33127530496","33127530496","34769600512","34769600512","34769600512","36921278464","36921278464","36921278464","34536816640","34536816640","34536816640"
"55968.161956","37202296832","37202296832","37202296832","37594464256","37594464256","37594464256","37430886400","37430886400","37430886400","37590269952","37590269952","37590269952"
"55991.44173","33127530496","33127530496","33127530496","34769600512","34769600512","34769600512","36921278464","36921278464","36921278464","34536816640","34536816640","34536816640"
"55998.166063","37202296832","37202296832","37202296832","37594464256","37594464256","37594464256","37430886400","37430886400","37430886400","37590269952","37590269952","37590269952"
"56021.443905","33127530496","33127530496","33127530496","34769600512","34769600512","34769600512","36921278464","36921278464","36921278464","34536816640","34536816640","34536816640"
"56028.168113","37202296832","37202296832","37202296832","37594464256","37594464256","37594464256","37430886400","37430886400","37430886400","37590269952","37590269952","37590269952"
"56051.450312","33127530496","33127530496","33127530496","34769600512","34769600512","34769600512","36921278464","36921278464","36921278464","34536816640","34536816640","34536816640"
"56058.170825","37202296832","37202296832","37202296832","37594464256","37594464256","37594464256","37430886400","37430886400","37430886400","37590269952","37590269952","37590269952"
"56081.45381","33127530496","33127530496","33127530496","34769600512","34769600512","34769600512","36921278464","36921278464","36921278464","34536816640","34536816640","34536816640"
"56088.17292","37202296832","37202296832","37202296832","37594464256","37594464256","37594464256","37430886400","37430886400","37430886400","37590269952","37590269952","37590269952"
"56111.473664","33127530496","33127530496","33127530496","34769600512","34769600512","34769600512","36921278464","36921278464","36921278464","34536816640","34536816640","34536816640"
"56118.19355","37202296832","37202296832","37202296832","37594464256","37594464256","37594464256","37430886400","37430886400","37430886400","37590269952","37590269952","37590269952"
"56141.630228","33127530496","33127530496","33127530496","34769600512","34769600512","34769600512","36921278464","36921278464","36921278464","34536816640","34536816640","34536816640"
"56148.207117","37202296832","37202296832","37202296832","37594464256","37594464256","37594464256","37430886400","37430886400","37430886400","37590269952","37590269952","37590269952"
"56171.832103","33127530496","33127530496","33127530496","34769600512","34769600512","34769600512","36921278464","36921278464","36921278464","34536816640","34536816640","34536816640"
"56178.210315","37202296832","37202296832","37202296832","37594464256","37594464256","37594464256","37430886400","37430886400","37430886400","37590269952","37590269952","37590269952"
"56201.83909","33127530496","33127530496","33127530496","34769600512","34769600512","34769600512","36921278464","36921278464","36921278464","34536816640","34536816640","34536816640"
"56208.212953","37202296832","37202296832","37202296832","37594464256","37594464256","37594464256","37430886400","37430886400","37430886400","37590269952","37590269952","37590269952"
"56231.841204","33127530496","33127530496","33127530496","34769600512","34769600512","34769600512","36921278464","36921278464","36921278464","34536816640","34536816640","34536816640"
"56238.215053","37202296832","37202296832","37202296832","37594464256","37594464256","37594464256","37430886400","37430886400","37430886400","37590269952","37590269952","37590269952"
"56261.889479","33127530496","33127530496","33127530496","34769600512","34769600512","34769600512","36921278464","36921278464","36921278464","34536816640","34536816640","34536816640"
"56268.221388","37202296832","37202296832","37202296832","37594464256","37594464256","37594464256","37430886400","37430886400","37430886400","37590269952","37590269952","37590269952"
"56291.894997","33127530496","33127530496","33127530496","34769600512","34769600512","34769600512","36921278464","36921278464","36921278464","34536816640","34536816640","34536816640"
"56298.225202","37202296832","37202296832","37202296832","37594464256","37594464256","37594464256","37430886400","37430886400","37430886400","37590269952","37590269952","37590269952"
"56321.9007","33127530496","33127530496","33127530496","34769600512","34769600512","34769600512","36921278464","36921278464","36921278464","34536816640","34536816640","34536816640"
"56328.244372","37202296832","37202296832","37202296832","37594464256","37594464256","37594464256","37430886400","37430886400","37430886400","37590269952","37590269952","37590269952"
"56351.911671","33127530496","33127530496","33127530496","34769600512","34769600512","34769600512","36921278464","36921278464","36921278464","34536816640","34536816640","34536816640"
"56358.26779","37202296832","37202296832","37202296832","37594464256","37594464256","37594464256","37430886400","37430886400","37430886400","37590269952","37590269952","37590269952"
"56382.549144","33127530496","33127530496","33127530496","34769600512","34769600512","34769600512","36921278464","36921278464","36921278464","34536816640","34536816640","34536816640"
"56388.3032","37202296832","37202296832","37202296832","37594464256","37594464256","37594464256","37430886400","37430886400","37430886400","37590269952","37590269952","37590269952"
"56412.740427","33127530496","33127530496","33127530496","34769600512","34769600512","34769600512","36921278464","36921278464","36921278464","34536816640","34536816640","34536816640"
"56442.812298","33127530496","33127530496","33127530496","34769600512","34769600512","34769600512","36921278464","36921278464","36921278464","34536816640","34536816640","34536816640"
"56448.310114","37202296832","37202296832","37202296832","37594464256","37594464256","37594464256","37430886400","37430886400","37430886400","37590269952","37590269952","37590269952"
"56472.819808","33127530496","33127530496","33127530496","34769600512","34769600512","34769600512","36921278464","36921278464","36921278464","34536816640","34536816640","34536816640"
"56478.313702","37202296832","37202296832","37202296832","37594464256","37594464256","37594464256","37430886400","37430886400","37430886400","37590269952","37590269952","37590269952"
"56508.316502","37202296832","37202296832","37202296832","37594464256","37594464256","37594464256","37430886400","37430886400","37430886400","37590269952","37590269952","37590269952"
"56532.89286","33127530496","33127530496","33127530496","34769600512","34769600512","34769600512","36921278464","36921278464","36921278464","34536816640","34536816640","34536816640"
"56538.32035","37202296832","37202296832","37202296832","37594464256","37594464256","37594464256","37430886400","37430886400","37430886400","37590269952","37590269952","37590269952"
"56562.906643","33127530496","33127530496","33127530496","34769600512","34769600512","34769600512","36921278464","36921278464","36921278464","34536816640","34536816640","34536816640"
"56568.32705","37202296832","37202296832","37202296832","37594464256","37594464256","37594464256","37430886400","37430886400","37430886400","37590269952","37590269952","37590269952"
"56593.000679","33127530496","33127530496","33127530496","34769600512","34769600512","34769600512","36921278464","36921278464","36921278464","34536816640","34536816640","34536816640"
"56598.333909","37202296832","37202296832","37202296832","37594464256","37594464256","37594464256","37430886400","37430886400","37430886400","37590269952","37590269952","37590269952"
"56623.020795","33127530496","33127530496","33127530496","34769600512","34769600512","34769600512","36921278464","36921278464","36921278464","34536816640","34536816640","34536816640"
"56628.336848","37202296832","37202296832","37202296832","37594464256","37594464256","37594464256","37430886400","37430886400","37430886400","37590269952","37590269952","37590269952"
"56653.096867","33127530496","33127530496","33127530496","34769600512","34769600512","34769600512","36921278464","36921278464","36921278464","34536816640","34536816640","34536816640"
"56658.338785","37202296832","37202296832","37202296832","37594464256","37594464256","37594464256","37430886400","37430886400","37430886400","37590269952","37590269952","37590269952"
"56683.10233","33127530496","33127530496","33127530496","34769600512","34769600512","34769600512","36921278464","36921278464","36921278464","34536816640","34536816640","34536816640"
"56688.340705","37202296832","37202296832","37202296832","37594464256","37594464256","37594464256","37430886400","37430886400","37430886400","37590269952","37590269952","37590269952"
"56713.161434","33127530496","33127530496","33127530496","34769600512","34769600512","34769600512","36921278464","36921278464","36921278464","34536816640","34536816640","34536816640"
"56718.343964","37202296832","37202296832","37202296832","37594464256","37594464256","37594464256","37430886400","37430886400","37430886400","37590269952","37590269952","37590269952"
"56743.209486","33127530496","33127530496","33127530496","34769600512","34769600512","34769600512","36921278464","36921278464","36921278464","34536816640","34536816640","34536816640"
"56748.345731","37202296832","37202296832","37202296832","37594464256","37594464256","37594464256","37430886400","37430886400","37430886400","37590269952","37590269952","37590269952"
"56773.231693","33127530496","33127530496","33127530496","34769600512","34769600512","34769600512","36921278464","36921278464","36921278464","34536816640","34536816640","34536816640"
"56778.347772","37202296832","37202296832","37202296832","37594464256","37594464256","37594464256","37430886400","37430886400","37430886400","37590269952","37590269952","37590269952"
"56803.268738","33127530496","33127530496","33127530496","34769600512","34769600512","34769600512","36921278464","36921278464","36921278464","34536816640","34536816640","34536816640"
"56808.348787","37202296832","37202296832","37202296832","37594464256","37594464256","37594464256","37430886400","37430886400","37430886400","37590269952","37590269952","37590269952"
"56833.307541","33127530496","33127530496","33127530496","34769600512","34769600512","34769600512","36921278464","36921278464","36921278464","34536816640","34536816640","34536816640"
"56838.351907","37202296832","37202296832","37202296832","37594464256","37594464256","37594464256","37430886400","37430886400","37430886400","37590269952","37590269952","37590269952"
"56863.373238","33127530496","33127530496","33127530496","34769600512","34769600512","34769600512","36921278464","36921278464","36921278464","34536816640","34536816640","34536816640"
"56868.354156","37202296832","37202296832","37202296832","37594464256","37594464256","37594464256","37430886400","37430886400","37430886400","37590269952","37590269952","37590269952"
"56893.376562","33127530496","33127530496","33127530496","34769600512","34769600512","34769600512","36921278464","36921278464","36921278464","34536816640","34536816640","34536816640"
"56898.357077","37202296832","37202296832","37202296832","37594464256","37594464256","37594464256","37430886400","37430886400","37430886400","37590269952","37590269952","37590269952"
"56923.386715","33127530496","33127530496","33127530496","34769600512","34769600512","34769600512","36921278464","36921278464","36921278464","34536816640","34536816640","34536816640"
"56928.36562","37202296832","37202296832","37202296832","37594464256","37594464256","37594464256","37430886400","37430886400","37430886400","37590269952","37590269952","37590269952"
"56953.417267","33127530496","33127530496","33127530496","34769600512","34769600512","34769600512","36921278464","36921278464","36921278464","34536816640","34536816640","34536816640"
"56958.371859","37202296832","37202296832","37202296832","37594464256","37594464256","37594464256","37430886400","37430886400","37430886400","37590269952","37590269952","37590269952"
"56983.452545","33127530496","33127530496","33127530496","34769600512","34769600512","34769600512","36921278464","36921278464","36921278464","34536816640","34536816640","34536816640"
"56988.375101","37202296832","37202296832","37202296832","37594464256","37594464256","37594464256","37430886400","37430886400","37430886400","37590269952","37590269952","37590269952"
"57013.498919","33127530496","33127530496","33127530496","34769600512","34769600512","34769600512","36921278464","36921278464","36921278464","34536816640","34536816640","34536816640"
"57018.378269","37202296832","37202296832","37202296832","37594464256","37594464256","37594464256","37430886400","37430886400","37430886400","37590269952","37590269952","37590269952"
"57043.511319","33127530496","33127530496","33127530496","34769600512","34769600512","34769600512","36921278464","36921278464","36921278464","34536816640","34536816640","34536816640"
"57048.382056","37202296832","37202296832","37202296832","37594464256","37594464256","37594464256","37430886400","37430886400","37430886400","37590269952","37590269952","37590269952"
"57073.520355","33127530496","33127530496","33127530496","34769600512","34769600512","34769600512","36921278464","36921278464","36921278464","34536816640","34536816640","34536816640"
"57078.384281","37202296832","37202296832","37202296832","37594464256","37594464256","37594464256","37430886400","37430886400","37430886400","37590269952","37590269952","37590269952"
"57103.521287","33127530496","33127530496","33127530496","34769600512","34769600512","34769600512","36921278464","36921278464","36921278464","34536816640","34536816640","34536816640"
"57108.38707","37202296832","37202296832","37202296832","37594464256","37594464256","37594464256","37430886400","37430886400","37430886400","37590269952","37590269952","37590269952"
"57133.540198","33127530496","33127530496","33127530496","34769600512","34769600512","34769600512","36921278464","36921278464","36921278464","34536816640","34536816640","34536816640"
"57138.389227","37202296832","37202296832","37202296832","37594464256","37594464256","37594464256","37430886400","37430886400","37430886400","37590269952","37590269952","37590269952"
"57163.546313","33127530496","33127530496","33127530496","34769600512","34769600512","34769600512","36921278464","36921278464","36921278464","34536816640","34536816640","34536816640"
"57168.423553","37202296832","37202296832","37202296832","37594464256","37594464256","37594464256","37430886400","37430886400","37430886400","37590269952","37590269952","37590269952"
"57193.587895","33127530496","33127530496","33127530496","34769600512","34769600512","34769600512","36921278464","36921278464","36921278464","34536816640","34536816640","34536816640"
"57198.426188","37202296832","37202296832","37202296832","37594464256","37594464256","37594464256","37430886400","37430886400","37430886400","37590269952","37590269952","37590269952"
"57223.737763","33127530496","33127530496","33127530496","34769600512","34769600512","34769600512","36921278464","36921278464","36921278464","34536816640","34536816640","34536816640"
"57258.43328","37202296832","37202296832","37202296832","37594464256","37594464256","37594464256","37430886400","37430886400","37430886400","37590269952","37590269952","37590269952"
"57283.931195","33127530496","33127530496","33127530496","34769600512","34769600512","34769600512","36921278464","36921278464","36921278464","34536816640","34536816640","34536816640"
"57288.46803","37202296832","37202296832","37202296832","37594464256","37594464256","37594464256","37430886400","37430886400","37430886400","37590269952","37590269952","37590269952"
"57313.956388","33127530496","33127530496","33127530496","34769600512","34769600512","34769600512","36921278464","36921278464","36921278464","34536816640","34536816640","34536816640"
"57318.480377","37202296832","37202296832","37202296832","37594464256","37594464256","37594464256","37430886400","37430886400","37430886400","37590269952","37590269952","37590269952"
"57343.958214","33127530496","33127530496","33127530496","34769600512","34769600512","34769600512","36921278464","36921278464","36921278464","34536816640","34536816640","34536816640"
"57348.483543","37202296832","37202296832","37202296832","37594464256","37594464256","37594464256","37430886400","37430886400","37430886400","37590269952","37590269952","37590269952"
"57374.041456","33127530496","33127530496","33127530496","34769600512","34769600512","34769600512","36921278464","36921278464","36921278464","34536816640","34536816640","34536816640"
"57378.487757","37202296832","37202296832","37202296832","37594464256","37594464256","37594464256","37430886400","37430886400","37430886400","37590269952","37590269952","37590269952"
"57404.282934","33127530496","33127530496","33127530496","34769600512","34769600512","34769600512","36921278464","36921278464","36921278464","34536816640","34536816640","34536816640"
"57408.490087","37202296832","37202296832","37202296832","37594464256","37594464256","37594464256","37430886400","37430886400","37430886400","37590269952","37590269952","37590269952"
"57434.541392","33127530496","33127530496","33127530496","34769600512","34769600512","34769600512","36921278464","36921278464","36921278464","34536816640","34536816640","34536816640"
"57438.493006","37202296832","37202296832","37202296832","37594464256","37594464256","37594464256","37430886400","37430886400","37430886400","37590269952","37590269952","37590269952"
"57464.544705","33127530496","33127530496","33127530496","34769600512","34769600512","34769600512","36921278464","36921278464","36921278464","34536816640","34536816640","34536816640"
"57468.498159","37202296832","37202296832","37202296832","37594464256","37594464256","37594464256","37430886400","37430886400","37430886400","37590269952","37590269952","37590269952"
"57494.556898","33127530496","33127530496","33127530496","34769600512","34769600512","34769600512","36921278464","36921278464","36921278464","34536816640","34536816640","34536816640"
"57498.501534","37202296832","37202296832","37202296832","37594464256","37594464256","37594464256","37430886400","37430886400","37430886400","37590269952","37590269952","37590269952"
"57524.780787","33127530496","33127530496","33127530496","34769600512","34769600512","34769600512","36921278464","36921278464","36921278464","34536816640","34536816640","34536816640"
"57528.504954","37202296832","37202296832","37202296832","37594464256","37594464256","37594464256","37430886400","37430886400","37430886400","37590269952","37590269952","37590269952"
"57554.853486","33127530496","33127530496","33127530496","34769600512","34769600512","34769600512","36921278464","36921278464","36921278464","34536816640","34536816640","34536816640"
"57558.507101","37202296832","37202296832","37202296832","37594464256","37594464256","37594464256","37430886400","37430886400","37430886400","37590269952","37590269952","37590269952"
"57584.891519","33127530496","33127530496","33127530496","34769600512","34769600512","34769600512","36921278464","36921278464","36921278464","34536816640","34536816640","34536816640"
"57588.509374","37202296832","37202296832","37202296832","37594464256","37594464256","37594464256","37430886400","37430886400","37430886400","37590269952","37590269952","37590269952"
"57614.950623","33127530496","33127530496","33127530496","34769600512","34769600512","34769600512","36921278464","36921278464","36921278464","34536816640","34536816640","34536816640"
"57618.514014","37202296832","37202296832","37202296832","37594464256","37594464256","37594464256","37430886400","37430886400","37430886400","37590269952","37590269952","37590269952"
"57644.95889","33127530496","33127530496","33127530496","34769600512","34769600512","34769600512","36921278464","36921278464","36921278464","34536816640","34536816640","34536816640"
"57648.519586","37202296832","37202296832","37202296832","37594464256","37594464256","37594464256","37430886400","37430886400","37430886400","37590269952","37590269952","37590269952"
"57674.964614","33127530496","33127530496","33127530496","34769600512","34769600512","34769600512","36921278464","36921278464","36921278464","34536816640","34536816640","34536816640"
"57678.524232","37202296832","37202296832","37202296832","37594464256","37594464256","37594464256","37430886400","37430886400","37430886400","37590269952","37590269952","37590269952"
"57704.99107","33127530496","33127530496","33127530496","34769600512","34769600512","34769600512","36921278464","36921278464","36921278464","34536816640","34536816640","34536816640"
"57708.527187","37202296832","37202296832","37202296832","37594464256","37594464256","37594464256","37430886400","37430886400","37430886400","37590269952","37590269952","37590269952"
"57735.078235","33127530496","33127530496","33127530496","34769600512","34769600512","34769600512","36921278464","36921278464","36921278464","34536816640","34536816640","34536816640"
"57738.533325","37202296832","37202296832","37202296832","37594464256","37594464256","37594464256","37430886400","37430886400","37430886400","37590269952","37590269952","37590269952"
"57765.093176","33127530496","33127530496","33127530496","34769600512","34769600512","34769600512","36921278464","36921278464","36921278464","34536816640","34536816640","34536816640"
"57768.536037","37202296832","37202296832","37202296832","37594464256","37594464256","37594464256","37430886400","37430886400","37430886400","37590269952","37590269952","37590269952"
"57795.125785","33127530496","33127530496","33127530496","34769600512","34769600512","34769600512","36921278464","36921278464","36921278464","34536816640","34536816640","34536816640"
"57798.539468","37202296832","37202296832","37202296832","37594464256","37594464256","37594464256","37430886400","37430886400","37430886400","37590269952","37590269952","37590269952"
"57825.131508","33127530496","33127530496","33127530496","34769600512","34769600512","34769600512","36921278464","36921278464","36921278464","34536816640","34536816640","34536816640"
"57828.541897","37202296832","37202296832","37202296832","37594464256","37594464256","37594464256","37430886400","37430886400","37430886400","37590269952","37590269952","37590269952"
"57855.141567","33127530496","33127530496","33127530496","34769600512","34769600512","34769600512","36921278464","36921278464","36921278464","34536816640","34536816640","34536816640"
"57858.545306","37202296832","37202296832","37202296832","37594464256","37594464256","37594464256","37430886400","37430886400","37430886400","37590269952","37590269952","37590269952"
"57885.212729","33127530496","33127530496","33127530496","34769600512","34769600512","34769600512","36921278464","36921278464","36921278464","34536816640","34536816640","34536816640"
"57888.548708","37202296832","37202296832","37202296832","37594464256","37594464256","37594464256","37430886400","37430886400","37430886400","37590269952","37590269952","37590269952"
"57918.552539","37202296832","37202296832","37202296832","37594464256","37594464256","37594464256","37430886400","37430886400","37430886400","37590269952","37590269952","37590269952"
"57945.235652","33127530496","33127530496","33127530496","34769600512","34769600512","34769600512","36921278464","36921278464","36921278464","34536816640","34536816640","34536816640"
"57948.554329","37202296832","37202296832","37202296832","37594464256","37594464256","37594464256","37430886400","37430886400","37430886400","37590269952","37590269952","37590269952"
"57975.263024","33127530496","33127530496","33127530496","34769600512","34769600512","34769600512","36921278464","36921278464","36921278464","34536816640","34536816640","34536816640"
"57978.563695","37202296832","37202296832","37202296832","37594464256","37594464256","37594464256","37430886400","37430886400","37430886400","37590269952","37590269952","37590269952"
"58005.303321","33127530496","33127530496","33127530496","34769600512","34769600512","34769600512","36921278464","36921278464","36921278464","34536816640","34536816640","34536816640"
"58008.57076","37202296832","37202296832","37202296832","37594464256","37594464256","37594464256","37430886400","37430886400","37430886400","37590269952","37590269952","37590269952"
"58035.373152","33127530496","33127530496","33127530496","34769600512","34769600512","34769600512","36921278464","36921278464","36921278464","34536816640","34536816640","34536816640"
"58065.395985","33127530496","33127530496","33127530496","34769600512","34769600512","34769600512","36921278464","36921278464","36921278464","34536816640","34536816640","34536816640"
"58068.586561","37202296832","37202296832","37202296832","37594464256","37594464256","37594464256","37430886400","37430886400","37430886400","37590269952","37590269952","37590269952"
"58095.400514","33127530496","33127530496","33127530496","34769600512","34769600512","34769600512","36921278464","36921278464","36921278464","34536816640","34536816640","34536816640"
"58098.593947","37202296832","37202296832","37202296832","37594464256","37594464256","37594464256","37430886400","37430886400","37430886400","37590269952","37590269952","37590269952"
"58125.418083","33127530496","33127530496","33127530496","34769600512","34769600512","34769600512","36921278464","36921278464","36921278464","34536816640","34536816640","34536816640"
"58128.599227","37202296832","37202296832","37202296832","37594464256","37594464256","37594464256","37430886400","37430886400","37430886400","37590269952","37590269952","37590269952"
"58155.439681","33127530496","33127530496","33127530496","34769600512","34769600512","34769600512","36921278464","36921278464","36921278464","34536816640","34536816640","34536816640"
"58158.603733","37202296832","37202296832","37202296832","37594464256","37594464256","37594464256","37430886400","37430886400","37430886400","37590269952","37590269952","37590269952"
"58185.44501","33127530496","33127530496","33127530496","34769600512","34769600512","34769600512","36921278464","36921278464","36921278464","34536816640","34536816640","34536816640"
"58188.606119","37202296832","37202296832","37202296832","37594464256","37594464256","37594464256","37430886400","37430886400","37430886400","37590269952","37590269952","37590269952"
"58215.447897","33127530496","33127530496","33127530496","34769600512","34769600512","34769600512","36921278464","36921278464","36921278464","34536816640","34536816640","34536816640"
"58218.609146","37202296832","37202296832","37202296832","37594464256","37594464256","37594464256","37430886400","37430886400","37430886400","37590269952","37590269952","37590269952"
"58245.457033","33127530496","33127530496","33127530496","34769600512","34769600512","34769600512","36921278464","36921278464","36921278464","34536816640","34536816640","34536816640"
"58248.613995","37202296832","37202296832","37202296832","37594464256","37594464256","37594464256","37430886400","37430886400","37430886400","37590269952","37590269952","37590269952"
"58275.471066","33127530496","33127530496","33127530496","34769600512","34769600512","34769600512","36921278464","36921278464","36921278464","34536816640","34536816640","34536816640"
"58278.616279","37202296832","37202296832","37202296832","37594464256","37594464256","37594464256","37430886400","37430886400","37430886400","37590269952","37590269952","37590269952"
"58305.480795","33127530496","33127530496","33127530496","34769600512","34769600512","34769600512","36921278464","36921278464","36921278464","34536816640","34536816640","34536816640"
"58308.618819","37202296832","37202296832","37202296832","37594464256","37594464256","37594464256","37430886400","37430886400","37430886400","37590269952","37590269952","37590269952"
"58335.48262","33127530496","33127530496","33127530496","34769600512","34769600512","34769600512","36921278464","36921278464","36921278464","34536816640","34536816640","34536816640"
"58338.624353","37202296832","37202296832","37202296832","37594464256","37594464256","37594464256","37430886400","37430886400","37430886400","37590269952","37590269952","37590269952"
"58365.523566","33127530496","33127530496","33127530496","34769600512","34769600512","34769600512","36921278464","36921278464","36921278464","34536816640","34536816640","34536816640"
"58368.632826","37202296832","37202296832","37202296832","37594464256","37594464256","37594464256","37430886400","37430886400","37430886400","37590269952","37590269952","37590269952"
"58395.528335","33127530496","33127530496","33127530496","34769600512","34769600512","34769600512","36921278464","36921278464","36921278464","34536816640","34536816640","34536816640"
"58398.634893","37202296832","37202296832","37202296832","37594464256","37594464256","37594464256","37430886400","37430886400","37430886400","37590269952","37590269952","37590269952"
"58425.532828","33127530496","33127530496","33127530496","34769600512","34769600512","34769600512","36921278464","36921278464","36921278464","34536816640","34536816640","34536816640"
"58428.637361","37202296832","37202296832","37202296832","37594464256","37594464256","37594464256","37430886400","37430886400","37430886400","37590269952","37590269952","37590269952"
"58455.566723","33127530496","33127530496","33127530496","34769600512","34769600512","34769600512","36921278464","36921278464","36921278464","34536816640","34536816640","34536816640"
"58458.64829","37202296832","37202296832","37202296832","37594464256","37594464256","37594464256","37430886400","37430886400","37430886400","37590269952","37590269952","37590269952"
"58485.568847","33127530496","33127530496","33127530496","34769600512","34769600512","34769600512","36921278464","36921278464","36921278464","34536816640","34536816640","34536816640"
"58488.650318","37202296832","37202296832","37202296832","37594464256","37594464256","37594464256","37430886400","37430886400","37430886400","37590269952","37590269952","37590269952"
"58515.573335","33127530496","33127530496","33127530496","34769600512","34769600512","34769600512","36921278464","36921278464","36921278464","34536816640","34536816640","34536816640"
"58518.652489","37202296832","37202296832","37202296832","37594464256","37594464256","37594464256","37430886400","37430886400","37430886400","37590269952","37590269952","37590269952"
"58545.577315","33127530496","33127530496","33127530496","34769600512","34769600512","34769600512","36921278464","36921278464","36921278464","34536816640","34536816640","34536816640"
"58548.655664","37202296832","37202296832","37202296832","37594464256","37594464256","37594464256","37430886400","37430886400","37430886400","37590269952","37590269952","37590269952"
"58578.662622","37202296832","37202296832","37202296832","37594464256","37594464256","37594464256","37430886400","37430886400","37430886400","37590269952","37590269952","37590269952"
"58605.645242","33127530496","33127530496","33127530496","34769600512","34769600512","34769600512","36921278464","36921278464","36921278464","34536816640","34536816640","34536816640"
"58608.668442","37202296832","37202296832","37202296832","37594464256","37594464256","37594464256","37430886400","37430886400","37430886400","37590269952","37590269952","37590269952"
"58635.731322","33127530496","33127530496","33127530496","34769600512","34769600512","34769600512","36921278464","36921278464","36921278464","34536816640","34536816640","34536816640"
"58638.673147","37202296832","37202296832","37202296832","37594464256","37594464256","37594464256","37430886400","37430886400","37430886400","37590269952","37590269952","37590269952"
