"Relative Time (Process)","base_config_0118 - system/gpu.process.0.gpu","base_config_0118 - system/gpu.process.0.gpu__MIN","base_config_0118 - system/gpu.process.0.gpu__MAX"
"60826.527956","96.6","96.6","96.6"
"60829.595748","98.6","98.6","98.6"
"60856.531337","100","100","100"
"60859.600401","99.47","99.47","99.47"
"60889.603457","90.6","90.6","90.6"
"60916.548456","91.4","91.4","91.4"
"60919.605659","96","96","96"
"60946.556766","99.2","99.2","99.2"
"60949.609566","100","100","100"
"60976.563659","100","100","100"
"60979.617431","97.53","97.53","97.53"
"61006.568109","100","100","100"
"61009.625598","97.8","97.8","97.8"
"61036.569915","100","100","100"
"61039.627745","100","100","100"
"61066.572886","100","100","100"
"61069.646987","93.4","93.4","93.4"
"61096.578448","92.8","92.8","92.8"
"61099.651706","93.27","93.27","93.27"
"61126.582974","99.2","99.2","99.2"
"61156.584183","100","100","100"
"61159.660595","97.2","97.2","97.2"
"61186.587815","100","100","100"
"61189.664573","85.67","85.67","85.67"
"61216.637034","97.73","97.73","97.73"
"61219.669056","93.27","93.27","93.27"
"61246.64413","99.87","99.87","99.87"
"61249.671766","93.13","93.13","93.13"
"61276.698595","99.07","99.07","99.07"
"61279.692432","99.93","99.93","99.93"
"61306.70595","93.73","93.73","93.73"
"61309.697003","99.6","99.6","99.6"
"61336.712669","99.8","99.8","99.8"
"61339.707931","94","94","94"
"61366.71822","100","100","100"
"61369.759467","98.2","98.2","98.2"
"61396.721648","98.8","98.8","98.8"
"61399.786936","99.73","99.73","99.73"
"61426.724375","99.6","99.6","99.6"
"61429.78988","100","100","100"
"61456.727934","99.87","99.87","99.87"
"61459.792131","100","100","100"
"61486.748071","99.87","99.87","99.87"
"61489.818103","97.27","97.27","97.27"
"61516.771665","94.87","94.87","94.87"
"61519.825221","99.87","99.87","99.87"
"61546.776373","99.93","99.93","99.93"
"61549.829911","99.73","99.73","99.73"
"61576.779593","100","100","100"
"61579.83253","94.33","94.33","94.33"
"61606.783954","98.27","98.27","98.27"
"61609.835926","99.93","99.93","99.93"
"61636.788451","99.2","99.2","99.2"
"61639.840852","97.73","97.73","97.73"
"61666.79402","100","100","100"
"61669.84465","98.2","98.2","98.2"
"61696.813743","99.67","99.67","99.67"
"61699.850996","94.07","94.07","94.07"
"61729.856367","100","100","100"
"61756.822643","100","100","100"
"61759.858751","100","100","100"
"61786.829156","99.4","99.4","99.4"
"61789.860965","95.73","95.73","95.73"
"61816.834286","99.6","99.6","99.6"
"61819.865181","97","97","97"
"61846.837793","94.13","94.13","94.13"
"61849.868392","96.87","96.87","96.87"
"61876.842324","99.07","99.07","99.07"
"61906.846892","99.27","99.27","99.27"
"61909.936253","93.6","93.6","93.6"
"61936.870167","100","100","100"
"61939.942569","100","100","100"
"61966.876144","100","100","100"
"61969.971552","90.47","90.47","90.47"
"61996.879462","99.07","99.07","99.07"
"61999.980825","94.67","94.67","94.67"
"62026.883127","99.2","99.2","99.2"
"62029.98268","88.87","88.87","88.87"
"62056.89057","100","100","100"
"62059.985929","90.93","90.93","90.93"
"62086.892972","86.73","86.73","86.73"
"62089.988472","93.67","93.67","93.67"
"62116.895285","95.4","95.4","95.4"
"62119.996085","99.93","99.93","99.93"
"62146.922034","93.33","93.33","93.33"
"62150.02749","95.47","95.47","95.47"
"62176.926874","93.33","93.33","93.33"
"62180.033363","88.8","88.8","88.8"
"62206.931813","98.13","98.13","98.13"
"62210.049083","93.13","93.13","93.13"
"62236.936564","99.2","99.2","99.2"
"62240.062038","99.8","99.8","99.8"
"62266.947682","95.07","95.07","95.07"
"62270.067234","100","100","100"
"62296.954645","99.6","99.6","99.6"
"62300.070969","100","100","100"
"62326.95801","99.47","99.47","99.47"
"62330.073466","100","100","100"
"62356.960402","99.93","99.93","99.93"
"62360.076166","99.93","99.93","99.93"
"62386.964607","97.87","97.87","97.87"
"62390.11117","100","100","100"
"62416.965559","100","100","100"
"62420.114611","88.33","88.33","88.33"
"62446.971577","97.67","97.67","97.67"
"62450.117529","99.67","99.67","99.67"
"62476.975893","99.33","99.33","99.33"
"62480.119637","99.53","99.53","99.53"
"62506.976852","99.2","99.2","99.2"
"62510.138655","88.4","88.4","88.4"
"62540.142664","99.93","99.93","99.93"
"62566.984261","100","100","100"
"62570.145479","94.13","94.13","94.13"
"62596.986249","100","100","100"
"62600.147646","96.87","96.87","96.87"
"62626.991189","100","100","100"
"62656.996178","99.87","99.87","99.87"
"62660.265779","95.6","95.6","95.6"
"62687.000937","94.53","94.53","94.53"
"62690.494671","80.8","80.8","80.8"
"62717.005965","98.33","98.33","98.33"
"62720.496865","95.73","95.73","95.73"
"62747.00824","99.93","99.93","99.93"
"62750.504364","92.67","92.67","92.67"
"62777.01009","100","100","100"
"62780.510309","88.93","88.93","88.93"
"62807.046694","100","100","100"
"62810.517303","99.73","99.73","99.73"
"62837.095942","100","100","100"
"62840.524986","94.67","94.67","94.67"
"62867.100797","95.73","95.73","95.73"
"62870.53009","86.67","86.67","86.67"
"62897.104893","99.27","99.27","99.27"
"62900.531933","99.87","99.87","99.87"
"62927.129244","94.33","94.33","94.33"
"62930.534435","99.93","99.93","99.93"
"62957.14052","99.93","99.93","99.93"
"62960.542873","99.93","99.93","99.93"
"62987.145004","93.33","93.33","93.33"
"62990.55022","84.93","84.93","84.93"
"63017.152898","100","100","100"
"63020.553066","99.33","99.33","99.33"
"63047.157202","100","100","100"
"63050.55802","96.33","96.33","96.33"
"63077.16205","100","100","100"
"63080.560191","98.4","98.4","98.4"
"63107.16567","99.93","99.93","99.93"
"63110.56595","90.6","90.6","90.6"
"63137.170285","100","100","100"
"63140.572159","99.67","99.67","99.67"
"63167.173861","100","100","100"
"63170.576414","93.8","93.8","93.8"
"63197.23055","94.07","94.07","94.07"
"63200.58043","93.53","93.53","93.53"
"63227.248977","99.4","99.4","99.4"
"63230.585855","90.13","90.13","90.13"
"63257.251262","99.67","99.67","99.67"
"63260.58832","96.8","96.8","96.8"
"63287.2711","95.47","95.47","95.47"
"63320.621993","98.87","98.87","98.87"
"63347.277565","99.13","99.13","99.13"
"63350.632012","99.13","99.13","99.13"
"63377.28148","97.07","97.07","97.07"
"63380.638695","100","100","100"
"63407.283855","98.67","98.67","98.67"
"63410.648895","99.93","99.93","99.93"
"63437.284797","100","100","100"
"63440.662064","79.73","79.73","79.73"
"63467.299769","100","100","100"
"63470.677334","69.67","69.67","69.67"
"63497.301366","100","100","100"
"63500.68703","51.87","51.87","51.87"
"63527.302781","100","100","100"
"63530.714686","100","100","100"
"63557.30696","100","100","100"
"63560.721274","99.87","99.87","99.87"
"63587.311887","99.6","99.6","99.6"
"63590.72541","99.67","99.67","99.67"
"63617.317621","99.6","99.6","99.6"
"63620.72857","100","100","100"
"63647.338975","99.73","99.73","99.73"
"63650.743382","98.4","98.4","98.4"
"63677.340149","99.8","99.8","99.8"
"63680.753124","98.67","98.67","98.67"
"63707.342748","99.87","99.87","99.87"
"63710.7708","91.47","91.47","91.47"
"63737.34465","99.87","99.87","99.87"
"63740.779727","95.13","95.13","95.13"
"63767.345511","99.07","99.07","99.07"
"63770.784282","91.73","91.73","91.73"
"63797.347941","99.4","99.4","99.4"
"63800.788706","97.07","97.07","97.07"
"63827.348855","95.87","95.87","95.87"
"63830.792833","89.53","89.53","89.53"
"63857.352435","100","100","100"
"63860.796009","94.93","94.93","94.93"
"63887.356429","100","100","100"
"63890.807402","99","99","99"
"63917.358836","100","100","100"
"63920.808594","100","100","100"
"63947.366681","95.6","95.6","95.6"
"63950.810769","100","100","100"
"63977.373263","99.6","99.6","99.6"
"63980.813774","99.73","99.73","99.73"
"64007.381008","100","100","100"
"64010.817576","99.6","99.6","99.6"
"64037.3885","100","100","100"
"64040.821349","94.2","94.2","94.2"
"64067.396327","100","100","100"
"64070.823825","99.93","99.93","99.93"
"64097.401897","99.4","99.4","99.4"
"64127.409079","99.87","99.87","99.87"
"64130.834541","98.07","98.07","98.07"
"64160.84196","97.27","97.27","97.27"
"64187.428642","99.53","99.53","99.53"
"64190.848696","99","99","99"
"64217.434153","100","100","100"
"64220.85215","99.93","99.93","99.93"
"64247.437952","100","100","100"
"64250.854964","96.67","96.67","96.67"
"64277.44116","100","100","100"
"64280.867927","98.8","98.8","98.8"
"64307.446077","100","100","100"
"64310.876543","99.93","99.93","99.93"
"64337.451408","96.53","96.53","96.53"
"64340.879112","99.2","99.2","99.2"
"64367.455224","100","100","100"
"64370.881114","97.87","97.87","97.87"
"64397.465661","99.73","99.73","99.73"
"64400.883983","99.33","99.33","99.33"
"64427.478446","100","100","100"
"64430.897543","100","100","100"
"64457.487004","100","100","100"
"64460.900716","100","100","100"
"64487.493311","100","100","100"
"64490.903517","98.93","98.93","98.93"
"64517.497686","90","90","90"
"64520.907765","99.2","99.2","99.2"
"64547.502175","99.13","99.13","99.13"
"64550.970673","100","100","100"
"64577.526393","100","100","100"
"64580.975919","100","100","100"
"64607.540839","92.87","92.87","92.87"
"64610.978031","97.87","97.87","97.87"
"64637.54581","96.67","96.67","96.67"
"64640.98402","95.8","95.8","95.8"
"64667.54744","100","100","100"
"64670.988306","99.87","99.87","99.87"
"64697.550225","100","100","100"
"64700.990482","100","100","100"
"64727.552918","97.67","97.67","97.67"
"64730.992233","100","100","100"
"64757.555156","94.33","94.33","94.33"
"64761.004516","99.07","99.07","99.07"
"64787.558698","100","100","100"
"64791.010734","99.87","99.87","99.87"
"64817.562242","100","100","100"
"64821.012879","100","100","100"
"64847.564566","100","100","100"
"64851.015679","88.2","88.2","88.2"
"64877.632945","96.07","96.07","96.07"
"64881.021537","99.6","99.6","99.6"
"64907.640527","99.87","99.87","99.87"
"64937.643775","97.27","97.27","97.27"
"64941.028413","95.27","95.27","95.27"
"64971.039332","100","100","100"
"64997.647482","100","100","100"
"65001.046489","96.87","96.87","96.87"
"65027.652308","99.8","99.8","99.8"
"65031.04895","100","100","100"
"65057.65661","100","100","100"
"65061.05109","98.27","98.27","98.27"
"65087.664423","99.93","99.93","99.93"
"65091.053377","93.33","93.33","93.33"
"65117.673435","97.8","97.8","97.8"
"65121.055871","100","100","100"
"65147.680758","99.6","99.6","99.6"
"65151.059527","96.2","96.2","96.2"
"65177.686149","100","100","100"
"65181.06148","96.67","96.67","96.67"
"65207.691786","100","100","100"
"65211.064868","99.93","99.93","99.93"
"65237.695495","93.8","93.8","93.8"
"65241.090171","100","100","100"
"65267.697996","99.13","99.13","99.13"
"65271.09442","99.8","99.8","99.8"
"65297.701998","96.6","96.6","96.6"
"65301.0979","99.6","99.6","99.6"
"65327.706629","100","100","100"
"65331.100427","100","100","100"
"65357.708779","100","100","100"
"65361.102735","99.73","99.73","99.73"
"65387.741316","92.6","92.6","92.6"
"65391.10799","97.73","97.73","97.73"
"65417.746764","100","100","100"
"65421.116458","97.13","97.13","97.13"
"65447.748967","100","100","100"
"65451.125101","96.4","96.4","96.4"
"65477.754452","99.93","99.93","99.93"
"65481.128586","95.93","95.93","95.93"
"65507.757704","100","100","100"
"65511.131177","99.67","99.67","99.67"
"65537.763276","100","100","100"
"65541.135376","99.2","99.2","99.2"
"65567.765684","93.4","93.4","93.4"
"65571.165447","92.87","92.87","92.87"
"65597.769561","100","100","100"
"65601.167499","100","100","100"
"65627.776857","100","100","100"
"65631.209592","100","100","100"
"65657.782146","99.93","99.93","99.93"
"65661.21211","98.33","98.33","98.33"
"65687.787097","96.67","96.67","96.67"
"65691.223041","95.27","95.27","95.27"
"65717.789127","96.2","96.2","96.2"
"65721.230732","100","100","100"
"65777.847122","100","100","100"
"65781.236132","97.47","97.47","97.47"
"65807.851196","99.93","99.93","99.93"
"65811.244764","99.2","99.2","99.2"
"65837.854499","98.73","98.73","98.73"
"65841.250034","99.53","99.53","99.53"
"65867.857428","100","100","100"
"65871.257431","99.93","99.93","99.93"
"65897.909514","86.73","86.73","86.73"
"65901.266112","95.93","95.93","95.93"
"65927.912994","98.8","98.8","98.8"
"65931.272038","99.53","99.53","99.53"
"65957.916372","94","94","94"
"65961.273289","100","100","100"
"65987.92323","96.93","96.93","96.93"
"65991.276304","93.13","93.13","93.13"
"66017.926372","100","100","100"
"66021.280144","94.93","94.93","94.93"
"66047.931221","97","97","97"
"66051.282211","100","100","100"
"66077.935646","98.53","98.53","98.53"
"66081.287476","98.07","98.07","98.07"
"66107.937681","99.47","99.47","99.47"
"66111.29155","83.4","83.4","83.4"
"66137.941242","85","85","85"
"66141.294163","96.13","96.13","96.13"
"66167.943182","99.93","99.93","99.93"
"66171.298675","93.2","93.2","93.2"
"66197.947782","94.67","94.67","94.67"
"66201.30231","92.73","92.73","92.73"
"66227.961109","96.67","96.67","96.67"
"66231.303373","100","100","100"
"66257.971933","97.47","97.47","97.47"
"66261.304662","100","100","100"
"66287.974766","94.13","94.13","94.13"
"66291.3066","92.53","92.53","92.53"
"66317.981032","89.6","89.6","89.6"
"66321.309635","100","100","100"
"66347.984513","99.13","99.13","99.13"
"66351.313462","93.13","93.13","93.13"
"66381.315458","99.67","99.67","99.67"
"66408.055037","99.47","99.47","99.47"
"66411.31755","98.27","98.27","98.27"
"66438.059227","98.2","98.2","98.2"
"66441.319267","100","100","100"
"66468.092554","100","100","100"
"66471.322322","97","97","97"
"66498.125351","66.6","66.6","66.6"
"66501.325288","98.13","98.13","98.13"
"66528.130242","74.73","74.73","74.73"
"66531.329124","98.13","98.13","98.13"
"66558.133701","33.8","33.8","33.8"
"66588.135673","100","100","100"
"66591.352561","93.6","93.6","93.6"
"66618.145618","94.6","94.6","94.6"
"66621.357405","92.8","92.8","92.8"
"66648.149463","94.47","94.47","94.47"
"66651.359786","96","96","96"
"66678.150372","100","100","100"
"66681.367482","95.33","95.33","95.33"
"66708.153345","99.53","99.53","99.53"
"66711.380296","99.33","99.33","99.33"
"66738.159139","99.93","99.93","99.93"
"66741.396431","100","100","100"
"66768.164403","100","100","100"
"66771.400211","100","100","100"
"66798.167952","93","93","93"
"66801.413354","100","100","100"
"66828.169862","100","100","100"
"66831.418965","99.93","99.93","99.93"
"66858.172266","100","100","100"
"66861.451358","96.73","96.73","96.73"
"66888.175358","100","100","100"
"66891.454207","100","100","100"
"66918.179318","100","100","100"
"66921.4835","99.67","99.67","99.67"
"66948.182298","100","100","100"
"66951.496775","89.13","89.13","89.13"
"66978.206218","100","100","100"
"66981.508328","100","100","100"
"67008.207155","99.87","99.87","99.87"
"67011.515264","94.67","94.67","94.67"
"67038.210025","100","100","100"
"67041.518876","95.6","95.6","95.6"
"67068.212656","99.93","99.93","99.93"
"67071.52211","91.4","91.4","91.4"
"67098.214575","94.67","94.67","94.67"
"67101.52672","100","100","100"
"67131.531713","99.87","99.87","99.87"
"67158.22896","90.53","90.53","90.53"
"67161.541285","87.53","87.53","87.53"
"67188.233634","100","100","100"
"67191.603884","100","100","100"
"67218.24127","97.73","97.73","97.73"
"67221.616939","99.93","99.93","99.93"
"67248.249014","99.8","99.8","99.8"
"67251.618867","100","100","100"
"67278.252311","100","100","100"
"67281.621246","99","99","99"
"67308.2576","100","100","100"
"67311.623241","96.47","96.47","96.47"
"67338.259306","100","100","100"
"67341.625705","100","100","100"
"67368.261943","94.07","94.07","94.07"
"67371.628425","96.4","96.4","96.4"
"67398.266656","99.6","99.6","99.6"
"67428.26861","99.33","99.33","99.33"
"67431.632401","93.8","93.8","93.8"
"67458.274315","95.4","95.4","95.4"
"67461.638653","99.67","99.67","99.67"
"67488.27685","94.4","94.4","94.4"
"67491.644639","85.13","85.13","85.13"
"67518.283115","92.47","92.47","92.47"
"67521.657489","93.33","93.33","93.33"
"67548.286844","100","100","100"
"67551.664343","95.8","95.8","95.8"
"67578.289597","96.13","96.13","96.13"
"67581.667549","99.2","99.2","99.2"
"67608.299043","100","100","100"
"67611.670734","93.27","93.27","93.27"
"67638.308394","100","100","100"
"67641.675901","100","100","100"
"67668.316866","97.73","97.73","97.73"
"67671.69031","99.93","99.93","99.93"
"67698.326323","100","100","100"
"67701.692164","84.07","84.07","84.07"
"67728.329918","100","100","100"
"67731.701865","94","94","94"
"67758.332969","100","100","100"
"67761.707856","99.93","99.93","99.93"
"67788.338543","100","100","100"
"67791.72396","99.8","99.8","99.8"
"67818.340793","99.73","99.73","99.73"
"67821.731881","99.13","99.13","99.13"
"67848.344002","100","100","100"
"67851.750408","100","100","100"
"67878.350064","99.4","99.4","99.4"
"67881.760283","90","90","90"
"67908.352429","95.53","95.53","95.53"
"67911.765328","100","100","100"
"67938.357425","98.47","98.47","98.47"
"67941.774416","99.93","99.93","99.93"
"67971.784158","99.47","99.47","99.47"
"67998.36393","90.47","90.47","90.47"
"68001.788996","89.8","89.8","89.8"
"68028.369113","97.4","97.4","97.4"
"68031.794619","94.2","94.2","94.2"
"68058.371342","100","100","100"
"68061.813925","100","100","100"
"68088.374371","98.6","98.6","98.6"
"68091.826841","94.6","94.6","94.6"
