"Relative Time (Process)","base_config_0118 - system/gpu.0.memoryAllocated","base_config_0118 - system/gpu.0.memoryAllocated__MIN","base_config_0118 - system/gpu.0.memoryAllocated__MAX","base_config_0118 - system/gpu.1.memoryAllocated","base_config_0118 - system/gpu.1.memoryAllocated__MIN","base_config_0118 - system/gpu.1.memoryAllocated__MAX","base_config_0118 - system/gpu.2.memoryAllocated","base_config_0118 - system/gpu.2.memoryAllocated__MIN","base_config_0118 - system/gpu.2.memoryAllocated__MAX","base_config_0118 - system/gpu.3.memoryAllocated","base_config_0118 - system/gpu.3.memoryAllocated__MIN","base_config_0118 - system/gpu.3.memoryAllocated__MAX"
"1441.52646","77.97","77.97","77.97","77.88","77.88","77.88","78","78","78","77.91","77.91","77.91"
"1470.514674","77.97","77.97","77.97","77.88","77.88","77.88","78","78","78","77.91","77.91","77.91"
"1471.527424","77.97","77.97","77.97","77.88","77.88","77.88","78","78","78","77.91","77.91","77.91"
"1500.515599","77.97","77.97","77.97","77.88","77.88","77.88","78","78","78","77.91","77.91","77.91"
"1500.637665","77.97","77.97","77.97","77.88","77.88","77.88","78","78","78","77.91","77.91","77.91"
"1501.528399","77.97","77.97","77.97","77.88","77.88","77.88","78","78","78","77.91","77.91","77.91"
"1530.516597","77.97","77.97","77.97","77.88","77.88","77.88","78","78","78","77.91","77.91","77.91"
"1530.669172","77.97","77.97","77.97","77.88","77.88","77.88","78","78","78","77.91","77.91","77.91"
"1531.52938","77.97","77.97","77.97","77.88","77.88","77.88","78","78","78","77.91","77.91","77.91"
"1560.517601","77.97","77.97","77.97","77.88","77.88","77.88","78","78","78","77.91","77.91","77.91"
"1560.67099","77.97","77.97","77.97","77.88","77.88","77.88","78","78","78","77.91","77.91","77.91"
"1561.531717","77.97","77.97","77.97","77.88","77.88","77.88","78","78","78","77.91","77.91","77.91"
"1590.518564","77.97","77.97","77.97","77.88","77.88","77.88","78","78","78","77.91","77.91","77.91"
"1590.696972","77.97","77.97","77.97","77.88","77.88","77.88","78","78","78","77.91","77.91","77.91"
"1591.533731","77.97","77.97","77.97","77.88","77.88","77.88","78","78","78","77.91","77.91","77.91"
"1620.519437","77.97","77.97","77.97","77.88","77.88","77.88","78","78","78","77.91","77.91","77.91"
"1620.699914","77.97","77.97","77.97","77.88","77.88","77.88","78","78","78","77.91","77.91","77.91"
"1621.543024","77.97","77.97","77.97","77.88","77.88","77.88","78","78","78","77.91","77.91","77.91"
"1650.700966","77.97","77.97","77.97","77.88","77.88","77.88","78","78","78","77.91","77.91","77.91"
"1651.560298","77.97","77.97","77.97","77.88","77.88","77.88","78","78","78","77.91","77.91","77.91"
"1680.521419","77.97","77.97","77.97","77.88","77.88","77.88","78","78","78","77.91","77.91","77.91"
"1680.70341","77.97","77.97","77.97","77.88","77.88","77.88","78","78","78","77.91","77.91","77.91"
"1681.58767","77.97","77.97","77.97","77.88","77.88","77.88","78","78","78","77.91","77.91","77.91"
"1710.522292","77.97","77.97","77.97","77.88","77.88","77.88","78","78","78","77.91","77.91","77.91"
"1710.706086","77.97","77.97","77.97","77.88","77.88","77.88","78","78","78","77.91","77.91","77.91"
"1711.588666","77.97","77.97","77.97","77.88","77.88","77.88","78","78","78","77.91","77.91","77.91"
"1740.523162","77.97","77.97","77.97","77.88","77.88","77.88","78","78","78","77.91","77.91","77.91"
"1740.70785","77.97","77.97","77.97","77.88","77.88","77.88","78","78","78","77.91","77.91","77.91"
"1741.590055","77.97","77.97","77.97","77.88","77.88","77.88","78","78","78","77.91","77.91","77.91"
"1770.524137","77.97","77.97","77.97","77.88","77.88","77.88","78","78","78","77.91","77.91","77.91"
"1770.712058","77.97","77.97","77.97","77.88","77.88","77.88","78","78","78","77.91","77.91","77.91"
"1771.591","77.97","77.97","77.97","77.88","77.88","77.88","78","78","78","77.91","77.91","77.91"
"1800.525011","77.97","77.97","77.97","77.88","77.88","77.88","78","78","78","77.91","77.91","77.91"
"1800.725148","77.97","77.97","77.97","77.88","77.88","77.88","78","78","78","77.91","77.91","77.91"
"1801.601761","77.97","77.97","77.97","77.88","77.88","77.88","78","78","78","77.91","77.91","77.91"
"1830.525984","77.97","77.97","77.97","77.88","77.88","77.88","78","78","78","77.91","77.91","77.91"
"1830.726133","77.97","77.97","77.97","77.88","77.88","77.88","78","78","78","77.91","77.91","77.91"
"1831.610399","77.97","77.97","77.97","77.88","77.88","77.88","78","78","78","77.91","77.91","77.91"
"1860.526808","77.97","77.97","77.97","77.88","77.88","77.88","78","78","78","77.91","77.91","77.91"
"1860.728602","77.97","77.97","77.97","77.88","77.88","77.88","78","78","78","77.91","77.91","77.91"
"1861.614255","77.97","77.97","77.97","77.88","77.88","77.88","78","78","78","77.91","77.91","77.91"
"1890.527647","77.97","77.97","77.97","77.88","77.88","77.88","78","78","78","77.91","77.91","77.91"
"1890.729521","77.97","77.97","77.97","77.88","77.88","77.88","78","78","78","77.91","77.91","77.91"
"1891.616521","77.97","77.97","77.97","77.88","77.88","77.88","78","78","78","77.91","77.91","77.91"
"1920.528628","77.97","77.97","77.97","77.88","77.88","77.88","78","78","78","77.91","77.91","77.91"
"1920.742825","77.97","77.97","77.97","77.88","77.88","77.88","78","78","78","77.91","77.91","77.91"
"1921.619715","77.97","77.97","77.97","77.88","77.88","77.88","78","78","78","77.91","77.91","77.91"
"1950.529524","77.97","77.97","77.97","77.88","77.88","77.88","78","78","78","77.91","77.91","77.91"
"1950.745159","77.97","77.97","77.97","77.88","77.88","77.88","78","78","78","77.91","77.91","77.91"
"1951.785849","77.97","77.97","77.97","77.88","77.88","77.88","78","78","78","77.91","77.91","77.91"
"1980.544298","77.97","77.97","77.97","77.88","77.88","77.88","78","78","78","77.91","77.91","77.91"
"1980.746099","77.97","77.97","77.97","77.88","77.88","77.88","78","78","78","77.91","77.91","77.91"
"1981.808452","77.97","77.97","77.97","77.88","77.88","77.88","78","78","78","77.91","77.91","77.91"
"2010.54534","77.97","77.97","77.97","77.88","77.88","77.88","78","78","78","77.91","77.91","77.91"
"2010.746956","77.97","77.97","77.97","77.88","77.88","77.88","78","78","78","77.91","77.91","77.91"
"2011.813129","77.97","77.97","77.97","77.88","77.88","77.88","78","78","78","77.91","77.91","77.91"
"2040.546266","77.97","77.97","77.97","77.88","77.88","77.88","78","78","78","77.91","77.91","77.91"
"2040.750525","77.97","77.97","77.97","77.88","77.88","77.88","78","78","78","77.91","77.91","77.91"
"2070.548271","77.97","77.97","77.97","77.88","77.88","77.88","78","78","78","77.91","77.91","77.91"
"2070.760062","77.97","77.97","77.97","77.88","77.88","77.88","78","78","78","77.91","77.91","77.91"
"2072.277488","77.97","77.97","77.97","77.88","77.88","77.88","78","78","78","77.91","77.91","77.91"
"2100.553147","77.97","77.97","77.97","77.88","77.88","77.88","78","78","78","77.91","77.91","77.91"
"2100.76321","77.97","77.97","77.97","77.88","77.88","77.88","78","78","78","77.91","77.91","77.91"
"2102.283719","77.97","77.97","77.97","77.88","77.88","77.88","78","78","78","77.91","77.91","77.91"
"2130.556683","77.97","77.97","77.97","77.88","77.88","77.88","78","78","78","77.91","77.91","77.91"
"2130.770649","77.97","77.97","77.97","77.88","77.88","77.88","78","78","78","77.91","77.91","77.91"
"2132.285278","77.97","77.97","77.97","77.88","77.88","77.88","78","78","78","77.91","77.91","77.91"
"2160.559792","77.97","77.97","77.97","77.88","77.88","77.88","78.99","78.99","78.99","77.91","77.91","77.91"
"2162.301829","77.97","77.97","77.97","77.88","77.88","77.88","78","78","78","77.91","77.91","77.91"
"2190.564921","77.97","77.97","77.97","77.88","77.88","77.88","81.73","81.73","81.73","77.91","77.91","77.91"
"2190.778568","77.97","77.97","77.97","77.88","77.88","77.88","78","78","78","77.91","77.91","77.91"
"2192.344907","77.97","77.97","77.97","77.88","77.88","77.88","78","78","78","77.91","77.91","77.91"
"2220.56763","77.97","77.97","77.97","77.88","77.88","77.88","81.73","81.73","81.73","77.91","77.91","77.91"
"2220.782226","77.97","77.97","77.97","77.88","77.88","77.88","78","78","78","77.91","77.91","77.91"
"2222.354084","77.97","77.97","77.97","77.88","77.88","77.88","78","78","78","77.91","77.91","77.91"
"2250.568644","77.97","77.97","77.97","77.88","77.88","77.88","81.73","81.73","81.73","77.91","77.91","77.91"
"2250.784756","77.97","77.97","77.97","77.88","77.88","77.88","78","78","78","77.91","77.91","77.91"
"2252.358234","77.97","77.97","77.97","77.88","77.88","77.88","78","78","78","77.91","77.91","77.91"
"2280.599826","77.97","77.97","77.97","77.88","77.88","77.88","81.73","81.73","81.73","77.91","77.91","77.91"
"2280.787725","77.97","77.97","77.97","77.88","77.88","77.88","78","78","78","77.91","77.91","77.91"
"2282.361303","77.97","77.97","77.97","77.88","77.88","77.88","78","78","78","77.91","77.91","77.91"
"2310.602327","77.97","77.97","77.97","77.88","77.88","77.88","81.73","81.73","81.73","77.91","77.91","77.91"
"2310.789573","77.97","77.97","77.97","77.88","77.88","77.88","78","78","78","77.91","77.91","77.91"
"2312.362278","77.97","77.97","77.97","77.88","77.88","77.88","78","78","78","77.91","77.91","77.91"
"2340.603342","77.97","77.97","77.97","77.88","77.88","77.88","81.73","81.73","81.73","77.91","77.91","77.91"
"2340.791714","77.97","77.97","77.97","77.88","77.88","77.88","78","78","78","77.91","77.91","77.91"
"2342.363157","77.97","77.97","77.97","77.88","77.88","77.88","78","78","78","77.91","77.91","77.91"
"2370.604253","77.97","77.97","77.97","77.88","77.88","77.88","81.73","81.73","81.73","77.91","77.91","77.91"
"2370.792746","77.97","77.97","77.97","77.88","77.88","77.88","78","78","78","77.91","77.91","77.91"
"2372.364224","77.97","77.97","77.97","77.88","77.88","77.88","78","78","78","77.91","77.91","77.91"
"2400.644042","77.97","77.97","77.97","77.88","77.88","77.88","81.73","81.73","81.73","77.91","77.91","77.91"
"2400.793687","77.97","77.97","77.97","77.88","77.88","77.88","78","78","78","77.91","77.91","77.91"
"2402.365451","77.97","77.97","77.97","77.88","77.88","77.88","78","78","78","77.91","77.91","77.91"
"2430.647135","77.97","77.97","77.97","77.88","77.88","77.88","81.73","81.73","81.73","77.91","77.91","77.91"
"2430.795034","77.97","77.97","77.97","77.88","77.88","77.88","78","78","78","77.91","77.91","77.91"
"2432.367077","77.97","77.97","77.97","77.88","77.88","77.88","78","78","78","77.91","77.91","77.91"
"2460.796708","77.97","77.97","77.97","77.88","77.88","77.88","78","78","78","77.91","77.91","77.91"
"2462.36955","77.97","77.97","77.97","77.88","77.88","77.88","78","78","78","77.91","77.91","77.91"
"2490.652428","77.97","77.97","77.97","77.88","77.88","77.88","81.73","81.73","81.73","77.91","77.91","77.91"
"2490.79767","77.97","77.97","77.97","77.88","77.88","77.88","78","78","78","77.91","77.91","77.91"
"2492.370478","77.97","77.97","77.97","77.88","77.88","77.88","78","78","78","77.91","77.91","77.91"
"2520.654968","77.97","77.97","77.97","77.88","77.88","77.88","81.73","81.73","81.73","77.91","77.91","77.91"
"2520.800666","77.97","77.97","77.97","77.88","77.88","77.88","78","78","78","77.91","77.91","77.91"
"2522.371808","77.97","77.97","77.97","77.88","77.88","77.88","78","78","78","77.91","77.91","77.91"
"2550.66858","77.97","77.97","77.97","77.88","77.88","77.88","81.73","81.73","81.73","77.91","77.91","77.91"
"2550.803677","77.97","77.97","77.97","77.88","77.88","77.88","78","78","78","77.91","77.91","77.91"
"2552.377374","77.97","77.97","77.97","77.88","77.88","77.88","78","78","78","77.91","77.91","77.91"
"2580.676679","77.97","77.97","77.97","77.88","77.88","77.88","81.73","81.73","81.73","77.91","77.91","77.91"
"2580.806725","77.97","77.97","77.97","77.88","77.88","77.88","78","78","78","77.91","77.91","77.91"
"2582.378368","77.97","77.97","77.97","77.88","77.88","77.88","78","78","78","77.91","77.91","77.91"
"2610.677673","77.97","77.97","77.97","77.88","77.88","77.88","81.73","81.73","81.73","77.91","77.91","77.91"
"2610.811488","77.97","77.97","77.97","77.88","77.88","77.88","78","78","78","77.91","77.91","77.91"
"2612.379552","77.97","77.97","77.97","77.88","77.88","77.88","78","78","78","77.91","77.91","77.91"
"2640.680639","77.97","77.97","77.97","77.88","77.88","77.88","81.73","81.73","81.73","77.91","77.91","77.91"
"2640.813595","77.97","77.97","77.97","77.88","77.88","77.88","78","78","78","77.91","77.91","77.91"
"2642.380523","77.97","77.97","77.97","77.88","77.88","77.88","78","78","78","77.91","77.91","77.91"
"2670.6847","77.97","77.97","77.97","77.88","77.88","77.88","81.73","81.73","81.73","77.91","77.91","77.91"
"2671.422476","77.97","77.97","77.97","77.88","77.88","77.88","78","78","78","77.91","77.91","77.91"
"2672.381568","77.97","77.97","77.97","77.88","77.88","77.88","78","78","78","77.91","77.91","77.91"
"2700.686953","77.97","77.97","77.97","77.88","77.88","77.88","81.73","81.73","81.73","77.91","77.91","77.91"
"2702.199443","77.97","77.97","77.97","77.88","77.88","77.88","78","78","78","77.91","77.91","77.91"
"2702.384345","77.97","77.97","77.97","77.88","77.88","77.88","78","78","78","77.91","77.91","77.91"
"2730.688931","77.97","77.97","77.97","77.88","77.88","77.88","81.73","81.73","81.73","77.91","77.91","77.91"
"2732.203002","77.97","77.97","77.97","77.88","77.88","77.88","78","78","78","77.91","77.91","77.91"
"2760.693405","77.97","77.97","77.97","77.88","77.88","77.88","81.73","81.73","81.73","77.91","77.91","77.91"
"2762.205535","77.97","77.97","77.97","77.88","77.88","77.88","78","78","78","77.91","77.91","77.91"
"2762.386005","77.97","77.97","77.97","77.88","77.88","77.88","78","78","78","77.91","77.91","77.91"
"2790.698278","77.97","77.97","77.97","77.88","77.88","77.88","81.73","81.73","81.73","77.91","77.91","77.91"
"2792.207831","77.97","77.97","77.97","77.88","77.88","77.88","78","78","78","77.91","77.91","77.91"
"2792.387262","77.97","77.97","77.97","77.88","77.88","77.88","78","78","78","77.91","77.91","77.91"
"2820.985639","77.97","77.97","77.97","77.88","77.88","77.88","81.73","81.73","81.73","77.91","77.91","77.91"
"2822.211139","77.97","77.97","77.97","77.88","77.88","77.88","78","78","78","77.91","77.91","77.91"
"2822.388182","77.97","77.97","77.97","77.88","77.88","77.88","78","78","78","77.91","77.91","77.91"
"2851.02732","68.96","68.96","68.96","69.21","69.21","69.21","71.72","71.72","71.72","69.22","69.22","69.22"
"2852.212051","77.97","77.97","77.97","77.88","77.88","77.88","78","78","78","77.91","77.91","77.91"
"2852.389152","77.97","77.97","77.97","77.88","77.88","77.88","78","78","78","77.91","77.91","77.91"
"2881.030988","51.11","51.11","51.11","52.02","52.02","52.02","51.64","51.64","51.64","52.01","52.01","52.01"
"2882.391593","77.97","77.97","77.97","77.88","77.88","77.88","78","78","78","77.91","77.91","77.91"
"2911.03374","74.22","74.22","74.22","75.13","75.13","75.13","74.75","74.75","74.75","75.13","75.13","75.13"
"2912.214058","77.97","77.97","77.97","77.88","77.88","77.88","78","78","78","77.91","77.91","77.91"
"2912.396905","77.97","77.97","77.97","77.88","77.88","77.88","78","78","78","77.91","77.91","77.91"
"2941.045248","74.22","74.22","74.22","75.18","75.18","75.18","74.8","74.8","74.8","75.17","75.17","75.17"
"2942.214968","73.43","73.43","73.43","73.1","73.1","73.1","72.31","72.31","72.31","73.05","73.05","73.05"
"2942.428789","77.97","77.97","77.97","77.88","77.88","77.88","78","78","78","77.91","77.91","77.91"
"2971.05211","74.26","74.26","74.26","75.18","75.18","75.18","74.8","74.8","74.8","75.17","75.17","75.17"
"2972.216278","49.96","49.96","49.96","47.74","47.74","47.74","44.23","44.23","44.23","48.26","48.26","48.26"
"2972.435183","77.97","77.97","77.97","77.88","77.88","77.88","78","78","78","77.91","77.91","77.91"
"3001.053279","74.26","74.26","74.26","75.18","75.18","75.18","74.8","74.8","74.8","75.17","75.17","75.17"
"3002.218057","74.95","74.95","74.95","72.73","72.73","72.73","71.01","71.01","71.01","73.25","73.25","73.25"
"3002.442931","77.97","77.97","77.97","77.88","77.88","77.88","78","78","78","77.91","77.91","77.91"
"3031.054267","74.26","74.26","74.26","75.18","75.18","75.18","74.8","74.8","74.8","75.17","75.17","75.17"
"3032.233864","76.81","76.81","76.81","74.61","74.61","74.61","73.02","73.02","73.02","75.14","75.14","75.14"
"3032.451227","77.97","77.97","77.97","77.88","77.88","77.88","78","78","78","77.91","77.91","77.91"
"3061.055287","74.26","74.26","74.26","75.18","75.18","75.18","74.8","74.8","74.8","75.17","75.17","75.17"
"3062.236867","76.85","76.85","76.85","74.63","74.63","74.63","75.77","75.77","75.77","75.15","75.15","75.15"
"3062.455295","77.97","77.97","77.97","77.88","77.88","77.88","78","78","78","77.91","77.91","77.91"
"3091.0564","77.25","77.25","77.25","75.18","75.18","75.18","74.8","74.8","74.8","75.17","75.17","75.17"
"3092.239391","76.85","76.85","76.85","74.63","74.63","74.63","76.76","76.76","76.76","75.15","75.15","75.15"
"3092.458718","77.97","77.97","77.97","77.88","77.88","77.88","78","78","78","77.91","77.91","77.91"
"3121.05874","78","78","78","75.18","75.18","75.18","74.8","74.8","74.8","75.17","75.17","75.17"
"3122.248524","76.85","76.85","76.85","74.63","74.63","74.63","76.76","76.76","76.76","75.15","75.15","75.15"
"3122.460959","77.97","77.97","77.97","77.88","77.88","77.88","78","78","78","77.91","77.91","77.91"
"3151.061338","78","78","78","75.18","75.18","75.18","74.8","74.8","74.8","75.17","75.17","75.17"
"3152.252274","76.85","76.85","76.85","76.62","76.62","76.62","76.76","76.76","76.76","75.15","75.15","75.15"
"3152.462275","77.97","77.97","77.97","77.88","77.88","77.88","78","78","78","77.91","77.91","77.91"
"3182.257451","76.85","76.85","76.85","78.36","78.36","78.36","76.76","76.76","76.76","75.15","75.15","75.15"
"3182.463508","58.93","58.93","58.93","57.57","57.57","57.57","57.69","57.69","57.69","61.17","61.17","61.17"
"3211.063014","78","78","78","75.18","75.18","75.18","78.28","78.28","78.28","75.17","75.17","75.17"
"3212.262021","76.85","76.85","76.85","78.36","78.36","78.36","76.76","76.76","76.76","75.15","75.15","75.15"
"3212.464472","60.58","60.58","60.58","57.97","57.97","57.97","58.09","58.09","58.09","63.86","63.86","63.86"
"3241.064632","78","78","78","75.18","75.18","75.18","78.53","78.53","78.53","75.17","75.17","75.17"
"3242.264719","76.85","76.85","76.85","78.36","78.36","78.36","76.76","76.76","76.76","75.15","75.15","75.15"
"3242.465421","77.09","77.09","77.09","73.46","73.46","73.46","73.58","73.58","73.58","80.38","80.38","80.38"
"3271.06857","78","78","78","75.18","75.18","75.18","78.53","78.53","78.53","75.17","75.17","75.17"
"3272.283754","76.85","76.85","76.85","78.36","78.36","78.36","76.76","76.76","76.76","75.15","75.15","75.15"
"3272.466286","77.12","77.12","77.12","75.48","75.48","75.48","75.6","75.6","75.6","80.41","80.41","80.41"
"3301.147349","78","78","78","75.18","75.18","75.18","78.53","78.53","78.53","75.17","75.17","75.17"
"3302.289558","76.85","76.85","76.85","78.36","78.36","78.36","76.76","76.76","76.76","75.15","75.15","75.15"
"3302.473909","77.13","77.13","77.13","77.22","77.22","77.22","77.34","77.34","77.34","80.41","80.41","80.41"
"3331.152858","78","78","78","75.18","75.18","75.18","78.53","78.53","78.53","75.17","75.17","75.17"
"3332.292832","76.85","76.85","76.85","78.36","78.36","78.36","76.76","76.76","76.76","75.15","75.15","75.15"
"3332.479036","77.13","77.13","77.13","77.22","77.22","77.22","77.34","77.34","77.34","80.41","80.41","80.41"
"3361.155335","78","78","78","75.18","75.18","75.18","78.53","78.53","78.53","75.17","75.17","75.17"
"3362.295087","76.85","76.85","76.85","78.36","78.36","78.36","76.76","76.76","76.76","75.15","75.15","75.15"
"3362.481541","77.13","77.13","77.13","77.22","77.22","77.22","77.34","77.34","77.34","80.41","80.41","80.41"
"3391.159106","78","78","78","75.18","75.18","75.18","78.53","78.53","78.53","75.17","75.17","75.17"
"3392.298018","76.85","76.85","76.85","78.36","78.36","78.36","76.76","76.76","76.76","75.15","75.15","75.15"
"3421.202808","78","78","78","75.18","75.18","75.18","78.53","78.53","78.53","75.17","75.17","75.17"
"3422.300592","76.85","76.85","76.85","78.36","78.36","78.36","76.76","76.76","76.76","75.15","75.15","75.15"
"3422.502647","77.13","77.13","77.13","77.22","77.22","77.22","77.34","77.34","77.34","80.41","80.41","80.41"
"3451.205495","78","78","78","75.18","75.18","75.18","78.53","78.53","78.53","75.17","75.17","75.17"
"3452.304446","76.85","76.85","76.85","78.36","78.36","78.36","76.76","76.76","76.76","75.15","75.15","75.15"
