"Step","base_config_0118 - train_geopotential_level1000hPa_lwrmse","base_config_0118 - train_geopotential_level1000hPa_lwrmse__MIN","base_config_0118 - train_geopotential_level1000hPa_lwrmse__MAX"
"51056","119.5257622665638","119.5257622665638","119.5257622665638"
"51062","115.20918137510175","115.20918137510175","115.20918137510175"
"51065","123.27609991836175","123.27609991836175","123.27609991836175"
"51068","118.2104714256566","118.2104714256566","118.2104714256566"
"51071","119.69483625859047","119.69483625859047","119.69483625859047"
"51074","118.45638245508147","118.45638245508147","118.45638245508147"
"51077","122.10407880036338","122.10407880036338","122.10407880036338"
"51080","116.23369762893107","116.23369762893107","116.23369762893107"
"51089","121.83212675154414","121.83212675154414","121.83212675154414"
"51092","120.74233243423579","120.74233243423579","120.74233243423579"
"51095","116.92349827074734","116.92349827074734","116.92349827074734"
"51098","116.69385512234577","116.69385512234577","116.69385512234577"
"51101","121.7488354654493","121.7488354654493","121.7488354654493"
"51104","110.70184940936981","110.70184940936981","110.70184940936981"
"51107","121.88274894746809","121.88274894746809","121.88274894746809"
"51113","115.01776253764436","115.01776253764436","115.01776253764436"
"51119","112.73109733468372","112.73109733468372","112.73109733468372"
"51122","118.00259850033616","118.00259850033616","118.00259850033616"
"51125","125.60068627956684","125.60068627956684","125.60068627956684"
"51128","121.6416814231332","121.6416814231332","121.6416814231332"
"51131","112.60114924836125","112.60114924836125","112.60114924836125"
"51137","118.84818633793074","118.84818633793074","118.84818633793074"
"51140","116.85666334712293","116.85666334712293","116.85666334712293"
"51143","113.7098857787363","113.7098857787363","113.7098857787363"
"51146","113.96557757162124","113.96557757162124","113.96557757162124"
"51149","112.32146863184383","112.32146863184383","112.32146863184383"
"51152","114.89005058315021","114.89005058315021","114.89005058315021"
"51155","120.50820928772052","120.50820928772052","120.50820928772052"
"51158","128.77827682224455","128.77827682224455","128.77827682224455"
"51161","124.17934101966009","124.17934101966009","124.17934101966009"
"51164","123.68002294488892","123.68002294488892","123.68002294488892"
"51167","122.12238237512837","122.12238237512837","122.12238237512837"
"51170","114.44340412796164","114.44340412796164","114.44340412796164"
"51173","122.60480276051761","122.60480276051761","122.60480276051761"
"51179","120.35365034106047","120.35365034106047","120.35365034106047"
"51182","126.34357833552895","126.34357833552895","126.34357833552895"
"51188","119.03304079884336","119.03304079884336","119.03304079884336"
"51191","119.2366615309203","119.2366615309203","119.2366615309203"
"51194","119.49170534659174","119.49170534659174","119.49170534659174"
"51197","116.81160018331127","116.81160018331127","116.81160018331127"
"51200","117.35364991964072","117.35364991964072","117.35364991964072"
"51203","119.01406590538586","119.01406590538586","119.01406590538586"
"51209","121.78398019069694","121.78398019069694","121.78398019069694"
"51215","115.71172346270066","115.71172346270066","115.71172346270066"
"51218","115.73457894229814","115.73457894229814","115.73457894229814"
"51221","111.80025502231766","111.80025502231766","111.80025502231766"
"51227","113.29304444279352","113.29304444279352","113.29304444279352"
"51230","116.78694873910271","116.78694873910271","116.78694873910271"
"51233","116.35306456932676","116.35306456932676","116.35306456932676"
"51236","113.89977971704866","113.89977971704866","113.89977971704866"
"51239","118.09397998043907","118.09397998043907","118.09397998043907"
"51242","118.64641577286423","118.64641577286423","118.64641577286423"
"51245","125.26134794074684","125.26134794074684","125.26134794074684"
"51251","117.03000109408615","117.03000109408615","117.03000109408615"
"51254","123.21921981484502","123.21921981484502","123.21921981484502"
"51257","117.25115810206131","117.25115810206131","117.25115810206131"
"51260","123.19093890136485","123.19093890136485","123.19093890136485"
"51263","115.69625198383008","115.69625198383008","115.69625198383008"
"51266","117.51714584962342","117.51714584962342","117.51714584962342"
"51269","117.4915069570325","117.4915069570325","117.4915069570325"
"51272","123.53233028848764","123.53233028848764","123.53233028848764"
"51275","122.53526698046396","122.53526698046396","122.53526698046396"
"51278","119.9110884013792","119.9110884013792","119.9110884013792"
"51281","115.26850814998275","115.26850814998275","115.26850814998275"
"51284","117.19038309392252","117.19038309392252","117.19038309392252"
"51287","115.03524752916064","115.03524752916064","115.03524752916064"
"51290","118.38563246336916","118.38563246336916","118.38563246336916"
"51293","117.60913799724031","117.60913799724031","117.60913799724031"
"51296","117.60217300097662","117.60217300097662","117.60217300097662"
"51302","116.35833210805816","116.35833210805816","116.35833210805816"
"51305","113.69026334121114","113.69026334121114","113.69026334121114"
"51308","114.10392300871062","114.10392300871062","114.10392300871062"
"51311","127.92304709803216","127.92304709803216","127.92304709803216"
"51314","119.56196904310565","119.56196904310565","119.56196904310565"
"51317","117.0096927292141","117.0096927292141","117.0096927292141"
"51320","118.28995168682822","118.28995168682822","118.28995168682822"
"51323","112.09023605749692","112.09023605749692","112.09023605749692"
"51326","124.15118287079265","124.15118287079265","124.15118287079265"
"51329","117.0068747666498","117.0068747666498","117.0068747666498"
"51335","118.72807480210467","118.72807480210467","118.72807480210467"
"51338","116.0885674333954","116.0885674333954","116.0885674333954"
"51344","115.61385074874929","115.61385074874929","115.61385074874929"
"51347","121.71346087526129","121.71346087526129","121.71346087526129"
"51350","112.67575592661204","112.67575592661204","112.67575592661204"
"51353","116.59514470073586","116.59514470073586","116.59514470073586"
"51356","112.74526620418105","112.74526620418105","112.74526620418105"
"51362","118.32953565573405","118.32953565573405","118.32953565573405"
"51365","124.46205197209238","124.46205197209238","124.46205197209238"
"51368","122.69326924777944","122.69326924777944","122.69326924777944"
"51371","122.3888872667584","122.3888872667584","122.3888872667584"
"51377","118.84633099687197","118.84633099687197","118.84633099687197"
"51380","122.05068488576384","122.05068488576384","122.05068488576384"
"51383","113.42149806609973","113.42149806609973","113.42149806609973"
"51386","116.50545459718217","116.50545459718217","116.50545459718217"
"51389","121.06864812902931","121.06864812902931","121.06864812902931"
"51392","123.11688248513593","123.11688248513593","123.11688248513593"
"51395","117.92400372994763","117.92400372994763","117.92400372994763"
"51398","133.31960339093627","133.31960339093627","133.31960339093627"
"51401","117.93941760064173","117.93941760064173","117.93941760064173"
"51404","120.32113603035378","120.32113603035378","120.32113603035378"
"51407","116.24181531358929","116.24181531358929","116.24181531358929"
"51410","115.80721887773407","115.80721887773407","115.80721887773407"
"51413","117.41802892673367","117.41802892673367","117.41802892673367"
"51416","111.46265050360523","111.46265050360523","111.46265050360523"
"51419","118.29189094494463","118.29189094494463","118.29189094494463"
"51422","115.63301926162606","115.63301926162606","115.63301926162606"
"51425","120.00334362798999","120.00334362798999","120.00334362798999"
"51428","124.32422884424912","124.32422884424912","124.32422884424912"
"51431","126.54461992699387","126.54461992699387","126.54461992699387"
"51434","112.46387970478952","112.46387970478952","112.46387970478952"
"51437","124.19364696716481","124.19364696716481","124.19364696716481"
"51440","120.4376217718041","120.4376217718041","120.4376217718041"
"51443","120.28542738435762","120.28542738435762","120.28542738435762"
"51446","116.76011813591735","116.76011813591735","116.76011813591735"
"51449","114.17810762458588","114.17810762458588","114.17810762458588"
"51452","124.69749338779364","124.69749338779364","124.69749338779364"
"51455","118.03960659669973","118.03960659669973","118.03960659669973"
"51458","114.9824793625357","114.9824793625357","114.9824793625357"
"51461","118.03630835527697","118.03630835527697","118.03630835527697"
"51464","120.44760357901714","120.44760357901714","120.44760357901714"
"51467","120.1848099081331","120.1848099081331","120.1848099081331"
"51473","115.01335768624473","115.01335768624473","115.01335768624473"
"51476","112.76693198665215","112.76693198665215","112.76693198665215"
"51479","113.62234625915906","113.62234625915906","113.62234625915906"
"51482","115.83480132458143","115.83480132458143","115.83480132458143"
"51485","117.10692732783716","117.10692732783716","117.10692732783716"
"51488","127.26548901351143","127.26548901351143","127.26548901351143"
"51491","113.68294628729245","113.68294628729245","113.68294628729245"
"51494","122.50676467385415","122.50676467385415","122.50676467385415"
"51497","116.29747712752862","116.29747712752862","116.29747712752862"
"51500","116.64548522165579","116.64548522165579","116.64548522165579"
"51503","115.14759636311095","115.14759636311095","115.14759636311095"
"51506","118.39400870300564","118.39400870300564","118.39400870300564"
"51509","117.30597465893986","117.30597465893986","117.30597465893986"
"51512","115.43505116652834","115.43505116652834","115.43505116652834"
"51515","119.70354656792011","119.70354656792011","119.70354656792011"
"51521","112.06786416765493","112.06786416765493","112.06786416765493"
"51527","123.36722174480036","123.36722174480036","123.36722174480036"
"51530","122.2954149772545","122.2954149772545","122.2954149772545"
"51533","116.60941064922716","116.60941064922716","116.60941064922716"
"51536","117.99676336341952","117.99676336341952","117.99676336341952"
"51539","117.44257692978923","117.44257692978923","117.44257692978923"
"51542","121.45093941296591","121.45093941296591","121.45093941296591"
"51545","125.74051283854142","125.74051283854142","125.74051283854142"
"51548","119.8301192807335","119.8301192807335","119.8301192807335"
"51551","121.70309906790685","121.70309906790685","121.70309906790685"
"51554","118.50518925380563","118.50518925380563","118.50518925380563"
"51557","122.36653832165504","122.36653832165504","122.36653832165504"
"51560","124.81816965898304","124.81816965898304","124.81816965898304"
"51563","121.3039530242859","121.3039530242859","121.3039530242859"
"51566","117.9338039381156","117.9338039381156","117.9338039381156"
"51569","115.74460593768623","115.74460593768623","115.74460593768623"
"51572","114.51302437601264","114.51302437601264","114.51302437601264"
"51575","125.19635328739302","125.19635328739302","125.19635328739302"
"51578","120.23501687181385","120.23501687181385","120.23501687181385"
"51581","118.29132713452854","118.29132713452854","118.29132713452854"
"51587","119.7788854971937","119.7788854971937","119.7788854971937"
"51590","113.79582219854606","113.79582219854606","113.79582219854606"
"51593","114.14069112937423","114.14069112937423","114.14069112937423"
"51596","121.40075077289805","121.40075077289805","121.40075077289805"
"51599","115.99898949626603","115.99898949626603","115.99898949626603"
"51602","112.2493446902938","112.2493446902938","112.2493446902938"
"51605","113.81687651177478","113.81687651177478","113.81687651177478"
"51608","118.21662424587777","118.21662424587777","118.21662424587777"
"51611","119.33947461050352","119.33947461050352","119.33947461050352"
"51614","120.41819191713554","120.41819191713554","120.41819191713554"
"51617","117.75647090685635","117.75647090685635","117.75647090685635"
"51622","115.33646004741166","115.33646004741166","115.33646004741166"
"51625","118.32560377167287","118.32560377167287","118.32560377167287"
"51628","115.79454085327096","115.79454085327096","115.79454085327096"
"51631","114.77329401244374","114.77329401244374","114.77329401244374"
"51634","114.59915122385513","114.59915122385513","114.59915122385513"
"51637","119.62328786295615","119.62328786295615","119.62328786295615"
"51640","115.41765487545163","115.41765487545163","115.41765487545163"
"51643","112.71669857735435","112.71669857735435","112.71669857735435"
"51646","115.70725508415804","115.70725508415804","115.70725508415804"
"51649","119.9078292383652","119.9078292383652","119.9078292383652"
"51652","120.09398283285736","120.09398283285736","120.09398283285736"
"51655","116.90202012235414","116.90202012235414","116.90202012235414"
"51658","120.42442200195256","120.42442200195256","120.42442200195256"
"51661","112.14921901950665","112.14921901950665","112.14921901950665"
"51664","115.40566373173704","115.40566373173704","115.40566373173704"
"51670","117.62414383937183","117.62414383937183","117.62414383937183"
"51673","128.6681327229711","128.6681327229711","128.6681327229711"
"51676","118.8125690248906","118.8125690248906","118.8125690248906"
"51679","115.18436239175985","115.18436239175985","115.18436239175985"
"51682","116.61757203711142","116.61757203711142","116.61757203711142"
"51685","114.79984900959911","114.79984900959911","114.79984900959911"
"51688","115.46444601279202","115.46444601279202","115.46444601279202"
"51691","110.58553645823129","110.58553645823129","110.58553645823129"
"51694","117.47651737739199","117.47651737739199","117.47651737739199"
"51697","110.77239687166849","110.77239687166849","110.77239687166849"
"51700","117.69602440376232","117.69602440376232","117.69602440376232"
"51703","116.75349834968554","116.75349834968554","116.75349834968554"
"51706","118.85266907322463","118.85266907322463","118.85266907322463"
"51712","115.39883288499344","115.39883288499344","115.39883288499344"
"51715","112.22945447321706","112.22945447321706","112.22945447321706"
"51718","122.20571550831437","122.20571550831437","122.20571550831437"
"51721","118.19122116027422","118.19122116027422","118.19122116027422"
"51724","121.31138882362204","121.31138882362204","121.31138882362204"
"51727","116.66267661629985","116.66267661629985","116.66267661629985"
"51733","118.38131798445714","118.38131798445714","118.38131798445714"
"51736","115.94507903961029","115.94507903961029","115.94507903961029"
"51739","110.83156539865631","110.83156539865631","110.83156539865631"
"51742","113.84478500884579","113.84478500884579","113.84478500884579"
"51745","123.66553293934945","123.66553293934945","123.66553293934945"
"51748","117.27568107647996","117.27568107647996","117.27568107647996"
"51751","113.43981406956884","113.43981406956884","113.43981406956884"
"51754","116.09179353089598","116.09179353089598","116.09179353089598"
"51757","121.77087521409481","121.77087521409481","121.77087521409481"
"51760","116.43550141602587","116.43550141602587","116.43550141602587"
"51766","121.29773846280071","121.29773846280071","121.29773846280071"
"51769","117.62816537477023","117.62816537477023","117.62816537477023"
"51772","112.73169884853641","112.73169884853641","112.73169884853641"
"51775","118.6268031630884","118.6268031630884","118.6268031630884"
"51778","122.84639732829463","122.84639732829463","122.84639732829463"
"51781","118.23851339126188","118.23851339126188","118.23851339126188"
"51784","126.72109977575876","126.72109977575876","126.72109977575876"
"51790","114.93639838789113","114.93639838789113","114.93639838789113"
"51793","119.37059795111618","119.37059795111618","119.37059795111618"
"51796","123.31758167030625","123.31758167030625","123.31758167030625"
"51799","113.81152031276636","113.81152031276636","113.81152031276636"
"51802","113.06418286630816","113.06418286630816","113.06418286630816"
"51805","117.81096036862525","117.81096036862525","117.81096036862525"
"51811","118.78931027069123","118.78931027069123","118.78931027069123"
"51814","124.29641097302604","124.29641097302604","124.29641097302604"
"51817","117.80411544957892","117.80411544957892","117.80411544957892"
"51820","115.0068030869471","115.0068030869471","115.0068030869471"
"51823","119.51082365230431","119.51082365230431","119.51082365230431"
"51826","118.57929999824594","118.57929999824594","118.57929999824594"
"51829","120.64138569951659","120.64138569951659","120.64138569951659"
"51832","117.84595186728616","117.84595186728616","117.84595186728616"
"51835","121.72682898937111","121.72682898937111","121.72682898937111"
"51838","117.60263660193564","117.60263660193564","117.60263660193564"
"51841","117.1614556775615","117.1614556775615","117.1614556775615"
"51844","116.22910010747502","116.22910010747502","116.22910010747502"
"51847","115.72473997752809","115.72473997752809","115.72473997752809"
"51850","119.5628725683042","119.5628725683042","119.5628725683042"
"51853","112.13615661329692","112.13615661329692","112.13615661329692"
"51856","121.99458781391094","121.99458781391094","121.99458781391094"
"51859","113.16974035808616","113.16974035808616","113.16974035808616"
"51862","119.95771453096923","119.95771453096923","119.95771453096923"
"51865","119.47910784630622","119.47910784630622","119.47910784630622"
"51868","118.8549129887709","118.8549129887709","118.8549129887709"
"51871","116.94195625620777","116.94195625620777","116.94195625620777"
"51874","114.83268755288316","114.83268755288316","114.83268755288316"
"51877","117.25883820416081","117.25883820416081","117.25883820416081"
"51880","116.1952467921962","116.1952467921962","116.1952467921962"
"51883","118.57972983999115","118.57972983999115","118.57972983999115"
"51886","114.59858413935004","114.59858413935004","114.59858413935004"
"51889","118.29455010223495","118.29455010223495","118.29455010223495"
"51892","115.38861761773903","115.38861761773903","115.38861761773903"
"51895","118.899720249287","118.899720249287","118.899720249287"
"51898","123.01493788563727","123.01493788563727","123.01493788563727"
"51901","122.12631501476912","122.12631501476912","122.12631501476912"
"51904","122.82603403991712","122.82603403991712","122.82603403991712"
"51907","114.72752017654524","114.72752017654524","114.72752017654524"
"51910","120.87765476533733","120.87765476533733","120.87765476533733"
"51916","117.56974697061928","117.56974697061928","117.56974697061928"
"51919","115.59020651720209","115.59020651720209","115.59020651720209"
"51922","114.95883257762101","114.95883257762101","114.95883257762101"
"51925","116.8307933083461","116.8307933083461","116.8307933083461"
"51928","113.19420188052902","113.19420188052902","113.19420188052902"
"51931","117.88283938787669","117.88283938787669","117.88283938787669"
"51937","111.5848556707432","111.5848556707432","111.5848556707432"
"51940","118.00848823591286","118.00848823591286","118.00848823591286"
"51943","114.1846437950414","114.1846437950414","114.1846437950414"
"51946","116.37257291653306","116.37257291653306","116.37257291653306"
"51949","111.82462400228842","111.82462400228842","111.82462400228842"
"51952","112.93311327341598","112.93311327341598","112.93311327341598"
"51961","113.80322911490745","113.80322911490745","113.80322911490745"
"51964","110.44186820125563","110.44186820125563","110.44186820125563"
"51967","114.11810523386785","114.11810523386785","114.11810523386785"
"51970","119.299739064926","119.299739064926","119.299739064926"
"51973","125.78753413518454","125.78753413518454","125.78753413518454"
"51976","125.46602948370838","125.46602948370838","125.46602948370838"
"51979","119.86077962629183","119.86077962629183","119.86077962629183"
"51985","112.7532609244638","112.7532609244638","112.7532609244638"
"51988","114.62986067093301","114.62986067093301","114.62986067093301"
"51991","114.68500187121575","114.68500187121575","114.68500187121575"
"51994","118.65850523741659","118.65850523741659","118.65850523741659"
"52000","117.60165968973286","117.60165968973286","117.60165968973286"
"52003","115.05437941317268","115.05437941317268","115.05437941317268"
"52006","112.34916514155705","112.34916514155705","112.34916514155705"
"52009","113.99743210135107","113.99743210135107","113.99743210135107"
"52018","132.33096709306525","132.33096709306525","132.33096709306525"
"52021","131.56326178163667","131.56326178163667","131.56326178163667"
"52024","129.20529579698905","129.20529579698905","129.20529579698905"
"52027","115.76733121694085","115.76733121694085","115.76733121694085"
"52030","116.37740210505694","116.37740210505694","116.37740210505694"
"52033","124.33414129674945","124.33414129674945","124.33414129674945"
"52036","113.57197541155378","113.57197541155378","113.57197541155378"
"52039","111.76228373665937","111.76228373665937","111.76228373665937"
"52042","126.44578829909172","126.44578829909172","126.44578829909172"
"52045","115.21227858789963","115.21227858789963","115.21227858789963"
"52048","129.56618183638648","129.56618183638648","129.56618183638648"
"52051","121.3896175195808","121.3896175195808","121.3896175195808"
"52054","123.06844635741055","123.06844635741055","123.06844635741055"
"52057","119.32320642762706","119.32320642762706","119.32320642762706"
"52060","115.81605704153446","115.81605704153446","115.81605704153446"
"52063","124.86647543568334","124.86647543568334","124.86647543568334"
"52066","122.5374442382911","122.5374442382911","122.5374442382911"
"52069","116.931746110125","116.931746110125","116.931746110125"
"52072","113.7036105547856","113.7036105547856","113.7036105547856"
"52075","114.88315956924743","114.88315956924743","114.88315956924743"
"52078","118.97919499705134","118.97919499705134","118.97919499705134"
"52081","118.4372175145806","118.4372175145806","118.4372175145806"
"52084","118.21255434049507","118.21255434049507","118.21255434049507"
"52087","124.85908539147107","124.85908539147107","124.85908539147107"
"52090","120.05070628707682","120.05070628707682","120.05070628707682"
"52093","114.87740789852101","114.87740789852101","114.87740789852101"
"52096","113.9478036241743","113.9478036241743","113.9478036241743"
"52099","120.8523969048527","120.8523969048527","120.8523969048527"
"52105","119.18788855385161","119.18788855385161","119.18788855385161"
"52108","117.65758874879714","117.65758874879714","117.65758874879714"
"52111","117.8106384323618","117.8106384323618","117.8106384323618"
"52114","118.90680741212513","118.90680741212513","118.90680741212513"
"52117","118.81794635838929","118.81794635838929","118.81794635838929"
"52120","110.6128590785765","110.6128590785765","110.6128590785765"
"52123","117.16388777090806","117.16388777090806","117.16388777090806"
"52126","113.04023201575467","113.04023201575467","113.04023201575467"
"52129","113.12066957868895","113.12066957868895","113.12066957868895"
"52132","114.13580290862754","114.13580290862754","114.13580290862754"
"52138","126.4897539411678","126.4897539411678","126.4897539411678"
"52141","126.76674858657168","126.76674858657168","126.76674858657168"
"52144","123.09886557512914","123.09886557512914","123.09886557512914"
"52147","117.05860041951841","117.05860041951841","117.05860041951841"
"52153","119.93724186008052","119.93724186008052","119.93724186008052"
"52156","124.59163331750129","124.59163331750129","124.59163331750129"
"52162","114.9503641832229","114.9503641832229","114.9503641832229"
"52165","118.09867170980455","118.09867170980455","118.09867170980455"
"52168","122.25496340569826","122.25496340569826","122.25496340569826"
"52171","118.83547786234203","118.83547786234203","118.83547786234203"
"52174","113.76593767571603","113.76593767571603","113.76593767571603"
"52177","114.11945529160589","114.11945529160589","114.11945529160589"
"52180","115.13324863605514","115.13324863605514","115.13324863605514"
"52183","121.10270844498078","121.10270844498078","121.10270844498078"
"52186","115.28385884205039","115.28385884205039","115.28385884205039"
"52189","117.64630552686728","117.64630552686728","117.64630552686728"
"52192","114.57559566522407","114.57559566522407","114.57559566522407"
"52195","110.98281778016207","110.98281778016207","110.98281778016207"
"52198","120.50654786733689","120.50654786733689","120.50654786733689"
"52201","117.66354043560123","117.66354043560123","117.66354043560123"
"52204","117.39220930078868","117.39220930078868","117.39220930078868"
"52207","114.48095984157578","114.48095984157578","114.48095984157578"
"52210","118.07045289005197","118.07045289005197","118.07045289005197"
"52213","114.63801643588849","114.63801643588849","114.63801643588849"
"52216","117.92902600046858","117.92902600046858","117.92902600046858"
"52219","118.7130321924273","118.7130321924273","118.7130321924273"
"52222","119.0082466679273","119.0082466679273","119.0082466679273"
"52225","113.29921813151881","113.29921813151881","113.29921813151881"
"52228","115.60493443288708","115.60493443288708","115.60493443288708"
"52231","117.27965932435808","117.27965932435808","117.27965932435808"
"52234","121.96966785308805","121.96966785308805","121.96966785308805"
"52237","125.59726078574043","125.59726078574043","125.59726078574043"
"52240","115.69494793695759","115.69494793695759","115.69494793695759"
"52243","119.30574876565251","119.30574876565251","119.30574876565251"
"52246","120.35859339307657","120.35859339307657","120.35859339307657"
"52252","115.95112875304264","115.95112875304264","115.95112875304264"
"52255","117.20761741190512","117.20761741190512","117.20761741190512"
"52258","114.12869932077894","114.12869932077894","114.12869932077894"
"52261","128.42731093772466","128.42731093772466","128.42731093772466"
"52264","125.08480329097254","125.08480329097254","125.08480329097254"
"52267","127.50442820214437","127.50442820214437","127.50442820214437"
"52270","118.65857114104242","118.65857114104242","118.65857114104242"
"52273","116.98268237174521","116.98268237174521","116.98268237174521"
"52276","116.04539184812394","116.04539184812394","116.04539184812394"
"52282","124.39345735323073","124.39345735323073","124.39345735323073"
"52285","114.10888340996789","114.10888340996789","114.10888340996789"
"52288","116.6253174587447","116.6253174587447","116.6253174587447"
"52294","117.4186779658716","117.4186779658716","117.4186779658716"
"52297","117.56875388314332","117.56875388314332","117.56875388314332"
"52300","119.05168269321726","119.05168269321726","119.05168269321726"
"52303","121.94840740074694","121.94840740074694","121.94840740074694"
"52306","119.13759098308503","119.13759098308503","119.13759098308503"
"52309","115.55951970815224","115.55951970815224","115.55951970815224"
"52312","129.18110048944794","129.18110048944794","129.18110048944794"
"52315","115.03460927092345","115.03460927092345","115.03460927092345"
"52318","112.79591547634666","112.79591547634666","112.79591547634666"
"52321","122.49619032836586","122.49619032836586","122.49619032836586"
"52324","115.70780131149722","115.70780131149722","115.70780131149722"
"52327","114.87323340568175","114.87323340568175","114.87323340568175"
"52330","120.58730628618383","120.58730628618383","120.58730628618383"
"52333","119.217114889528","119.217114889528","119.217114889528"
"52336","122.18414847632005","122.18414847632005","122.18414847632005"
"52339","119.56368511687796","119.56368511687796","119.56368511687796"
"52342","115.0329120625068","115.0329120625068","115.0329120625068"
"52345","119.17834602060374","119.17834602060374","119.17834602060374"
"52348","121.1627080822548","121.1627080822548","121.1627080822548"
"52357","114.70985080529249","114.70985080529249","114.70985080529249"
"52360","116.5331855672224","116.5331855672224","116.5331855672224"
"52363","117.1593171884285","117.1593171884285","117.1593171884285"
"52366","115.71041463374367","115.71041463374367","115.71041463374367"
"52369","116.82402573126487","116.82402573126487","116.82402573126487"
"52372","121.59662290439515","121.59662290439515","121.59662290439515"
"52375","119.3652212702338","119.3652212702338","119.3652212702338"
"52378","121.55417786890928","121.55417786890928","121.55417786890928"
"52381","116.90768236724338","116.90768236724338","116.90768236724338"
"52384","124.4400293364122","124.4400293364122","124.4400293364122"
"52387","119.60882176567077","119.60882176567077","119.60882176567077"
"52390","119.4806469356914","119.4806469356914","119.4806469356914"
"52393","124.5181217121921","124.5181217121921","124.5181217121921"
"52396","114.21977371648279","114.21977371648279","114.21977371648279"
"52399","114.37480213800612","114.37480213800612","114.37480213800612"
"52402","117.50098886564506","117.50098886564506","117.50098886564506"
"52405","115.302023037979","115.302023037979","115.302023037979"
"52408","116.05681550336288","116.05681550336288","116.05681550336288"
"52411","117.44268599354619","117.44268599354619","117.44268599354619"
"52414","114.48514925731895","114.48514925731895","114.48514925731895"
"52417","112.46050854566485","112.46050854566485","112.46050854566485"
"52420","113.6838049357761","113.6838049357761","113.6838049357761"
"52423","117.15498784780112","117.15498784780112","117.15498784780112"
"52426","116.62614927672834","116.62614927672834","116.62614927672834"
"52429","113.57683016314715","113.57683016314715","113.57683016314715"
"52432","121.04106927554434","121.04106927554434","121.04106927554434"
"52435","120.83948988308424","120.83948988308424","120.83948988308424"
"52438","122.1428447082971","122.1428447082971","122.1428447082971"
"52441","117.6821620633877","117.6821620633877","117.6821620633877"
"52444","112.31530717766071","112.31530717766071","112.31530717766071"
"52447","114.14758784908092","114.14758784908092","114.14758784908092"
"52450","117.45431637296349","117.45431637296349","117.45431637296349"
"52453","117.48971650357801","117.48971650357801","117.48971650357801"
"52456","113.3340048705342","113.3340048705342","113.3340048705342"
"52459","113.04387572820389","113.04387572820389","113.04387572820389"
"52462","118.17022142930794","118.17022142930794","118.17022142930794"
"52468","112.94379140293933","112.94379140293933","112.94379140293933"
"52471","119.08628443882077","119.08628443882077","119.08628443882077"
"52474","121.6681009289828","121.6681009289828","121.6681009289828"
"52477","117.99532002066024","117.99532002066024","117.99532002066024"
"52480","121.62447726083461","121.62447726083461","121.62447726083461"
"52483","134.90937431393036","134.90937431393036","134.90937431393036"
"52486","116.90740923231954","116.90740923231954","116.90740923231954"
"52489","118.24672053126024","118.24672053126024","118.24672053126024"
"52495","130.3896314775864","130.3896314775864","130.3896314775864"
"52498","116.32613865453098","116.32613865453098","116.32613865453098"
"52501","115.44194826304064","115.44194826304064","115.44194826304064"
"52504","121.46417388576332","121.46417388576332","121.46417388576332"
"52507","116.49888609886128","116.49888609886128","116.49888609886128"
"52515","115.79171624009719","115.79171624009719","115.79171624009719"
"52518","113.72408390814456","113.72408390814456","113.72408390814456"
"52521","110.23301838421975","110.23301838421975","110.23301838421975"
"52524","111.91639841121456","111.91639841121456","111.91639841121456"
"52530","113.99578432337344","113.99578432337344","113.99578432337344"
"52533","113.2152917524431","113.2152917524431","113.2152917524431"
"52536","113.60981715974867","113.60981715974867","113.60981715974867"
"52539","113.41434504300878","113.41434504300878","113.41434504300878"
"52542","118.56210187498536","118.56210187498536","118.56210187498536"
"52545","117.85969048790545","117.85969048790545","117.85969048790545"
"52548","124.25829402333021","124.25829402333021","124.25829402333021"
"52551","123.02677414916639","123.02677414916639","123.02677414916639"
"52554","118.07478312865622","118.07478312865622","118.07478312865622"
"52557","117.6287754331074","117.6287754331074","117.6287754331074"
"52560","117.86513249396756","117.86513249396756","117.86513249396756"
"52563","118.14871027685824","118.14871027685824","118.14871027685824"
"52566","119.21299295656505","119.21299295656505","119.21299295656505"
"52569","114.96845787354489","114.96845787354489","114.96845787354489"
"52572","113.42170060253963","113.42170060253963","113.42170060253963"
"52575","115.51391222805013","115.51391222805013","115.51391222805013"
"52578","116.32851775027564","116.32851775027564","116.32851775027564"
"52581","110.15508590156855","110.15508590156855","110.15508590156855"
"52584","114.94158218380184","114.94158218380184","114.94158218380184"
"52587","118.12889268335984","118.12889268335984","118.12889268335984"
"52593","119.17035280370649","119.17035280370649","119.17035280370649"
"52596","113.43876302445884","113.43876302445884","113.43876302445884"
"52599","112.46404301726886","112.46404301726886","112.46404301726886"
"52602","115.28385031354529","115.28385031354529","115.28385031354529"
"52605","118.47503993591697","118.47503993591697","118.47503993591697"
"52608","117.43600981842847","117.43600981842847","117.43600981842847"
"52611","114.20396407886408","114.20396407886408","114.20396407886408"
"52614","112.35936110219151","112.35936110219151","112.35936110219151"
"52617","111.53109926704977","111.53109926704977","111.53109926704977"
"52620","116.17590679214373","116.17590679214373","116.17590679214373"
"52623","117.30256006152078","117.30256006152078","117.30256006152078"
"52626","116.66403397213082","116.66403397213082","116.66403397213082"
"52629","117.50350225481922","117.50350225481922","117.50350225481922"
"52632","118.56021389512642","118.56021389512642","118.56021389512642"
"52635","122.40170746512592","122.40170746512592","122.40170746512592"
"52638","113.42751587158456","113.42751587158456","113.42751587158456"
"52641","112.85100548561773","112.85100548561773","112.85100548561773"
