"Step","base_config_0118 - train_specific_humidity_level1000hPa_lwrmse","base_config_0118 - train_specific_humidity_level1000hPa_lwrmse__MIN","base_config_0118 - train_specific_humidity_level1000hPa_lwrmse__MAX"
"34005","0.0007525859044659889","0.0007502979540017212","0.0007548738549302567"
"34008","0.000761979009071294","0.000759888772692009","0.0007640692454505791"
"34011","0.0007449549206764752","0.0007428836578610273","0.0007470261834919231"
"34014","0.0007521057941873826","0.0007510740582769718","0.0007531375300977934"
"34017","0.0007539161812261717","0.0007499441587898988","0.0007578882036624447"
"34020","0.0007500088247763448","0.0007442642035761355","0.0007557534459765541"
"34023","0.000759090909086823","0.0007578168641815409","0.0007603649539921051"
"34026","0.0007602051567659226","0.000748549722406454","0.0007718605911253911"
"34029","0.0007606409871506515","0.0007566438779842129","0.0007646380963170901"
"34032","0.0007575253986083326","0.0007526021030989233","0.000762448694117742"
"34035","0.000766398614255006","0.0007577360768523006","0.0007750611516577114"
"34038","0.0007421800798133769","0.00073926867880394","0.0007450914808228137"
"34041","0.0007472718461151505","0.0007472718461151505","0.0007472718461151505"
"34044","0.0007638354546166985","0.0007638354546166985","0.0007638354546166985"
"34047","0.0007627242362488725","0.0007627242362488725","0.0007627242362488725"
"34050","0.0007563255020390189","0.0007563255020390189","0.0007563255020390189"
"34053","0.0007452969495439914","0.0007452969495439914","0.0007452969495439914"
"34056","0.0007603323387432488","0.0007603323387432488","0.0007603323387432488"
"34059","0.0007466650691782177","0.0007466650691782177","0.0007466650691782177"
"34062","0.0007369087969301262","0.0007369087969301262","0.0007369087969301262"
"34065","0.0007431504674546889","0.0007431504674546889","0.0007431504674546889"
"34068","0.0007421794111755064","0.0007421794111755064","0.0007421794111755064"
"34071","0.0007431390498712092","0.0007431390498712092","0.0007431390498712092"
"34074","0.0007521804405064955","0.0007521804405064955","0.0007521804405064955"
"34077","0.0007544307658253683","0.0007544307658253683","0.0007544307658253683"
"34080","0.0007631904486216138","0.0007631904486216138","0.0007631904486216138"
"34083","0.000748804897880737","0.000748804897880737","0.000748804897880737"
"34086","0.0007528210293765831","0.0007528210293765831","0.0007528210293765831"
"34089","0.0007598176642913178","0.0007598176642913178","0.0007598176642913178"
"34092","0.0007459501868501233","0.0007459501868501233","0.0007459501868501233"
"34095","0.0007460319055476044","0.0007460319055476044","0.0007460319055476044"
"34098","0.0007514268137227707","0.0007514268137227707","0.0007514268137227707"
"34101","0.0007620722691518834","0.0007620722691518834","0.0007620722691518834"
"34104","0.0007553404832722334","0.0007553404832722334","0.0007553404832722334"
"34107","0.0007463680342625962","0.0007463680342625962","0.0007463680342625962"
"34110","0.0007685451186336546","0.0007685451186336546","0.0007685451186336546"
"34113","0.0007515129784741494","0.0007515129784741494","0.0007515129784741494"
"34116","0.0007528421162527848","0.0007528421162527848","0.0007528421162527848"
"34119","0.0007642214100429835","0.0007642214100429835","0.0007642214100429835"
"34122","0.0007584467375277972","0.0007584467375277972","0.0007584467375277972"
"34125","0.0007507466277626663","0.0007507466277626663","0.0007507466277626663"
"34128","0.0007487727573319209","0.0007487727573319209","0.0007487727573319209"
"34131","0.0007676310943140345","0.0007676310943140345","0.0007676310943140345"
"34134","0.0007504632482899758","0.0007504632482899758","0.0007504632482899758"
"34137","0.0007438604633334986","0.0007438604633334986","0.0007438604633334986"
"34140","0.0007722345123808995","0.0007722345123808995","0.0007722345123808995"
"34143","0.0007502860745627392","0.0007502860745627392","0.0007502860745627392"
"34146","0.0007470004542488575","0.0007470004542488575","0.0007470004542488575"
"34149","0.0007389216863539382","0.0007389216863539382","0.0007389216863539382"
"34152","0.000756919680917264","0.000756919680917264","0.000756919680917264"
"34155","0.0007392775869519595","0.0007392775869519595","0.0007392775869519595"
"34158","0.0007532491239167843","0.0007532491239167843","0.0007532491239167843"
"34161","0.0007520811855395752","0.0007520811855395752","0.0007520811855395752"
"34164","0.0007554206582693251","0.0007554206582693251","0.0007554206582693251"
"34167","0.0007550517106891935","0.0007550517106891935","0.0007550517106891935"
"34170","0.0007332910500613152","0.0007332910500613152","0.0007332910500613152"
"34173","0.0007487939856684672","0.0007487939856684672","0.0007487939856684672"
"34176","0.0007446785282981264","0.0007446785282981264","0.0007446785282981264"
"34179","0.0007606529762824603","0.0007606529762824603","0.0007606529762824603"
"34182","0.0007530010548692373","0.0007530010548692373","0.0007530010548692373"
"34185","0.0007581719834149235","0.0007581719834149235","0.0007581719834149235"
"34188","0.0007596712821233453","0.0007596712821233453","0.0007596712821233453"
"34191","0.0007529816741404058","0.0007529816741404058","0.0007529816741404058"
"34194","0.0007399373661966932","0.0007399373661966932","0.0007399373661966932"
"34197","0.0007423297515488211","0.0007423297515488211","0.0007423297515488211"
"34200","0.0007347060874693744","0.0007347060874693744","0.0007347060874693744"
"34203","0.0007645882084884863","0.0007645882084884863","0.0007645882084884863"
"34206","0.0007582138267102181","0.0007582138267102181","0.0007582138267102181"
"34209","0.0007511059646022815","0.0007511059646022815","0.0007511059646022815"
"34212","0.0007463175889966176","0.0007463175889966176","0.0007463175889966176"
"34215","0.0007501565872920584","0.0007501565872920584","0.0007501565872920584"
"34218","0.0007630997429295739","0.0007630997429295739","0.0007630997429295739"
"34221","0.0007547456372773982","0.0007547456372773982","0.0007547456372773982"
"34224","0.0007590344115569029","0.0007590344115569029","0.0007590344115569029"
"34227","0.0007549862228919545","0.0007549862228919545","0.0007549862228919545"
"34230","0.000752901984934847","0.000752901984934847","0.000752901984934847"
"34233","0.0007565086876273617","0.0007565086876273617","0.0007565086876273617"
"34236","0.0007407652243447312","0.0007407652243447312","0.0007407652243447312"
"34239","0.0007480801404829393","0.0007480801404829393","0.0007480801404829393"
"34242","0.0007629729111176896","0.0007629729111176896","0.0007629729111176896"
"34245","0.0007395537320441398","0.0007395537320441398","0.0007395537320441398"
"34248","0.0007506839814144387","0.0007506839814144387","0.0007506839814144387"
"34251","0.0007540944491230876","0.0007540944491230876","0.0007540944491230876"
"34254","0.0007542339942589923","0.0007542339942589923","0.0007542339942589923"
"34257","0.0007456663418976787","0.0007456663418976787","0.0007456663418976787"
"34260","0.0007649956438668154","0.0007649956438668154","0.0007649956438668154"
"34263","0.000756378445966283","0.000756378445966283","0.000756378445966283"
"34266","0.0007586378238585388","0.0007586378238585388","0.0007586378238585388"
"34269","0.0007627508024059385","0.0007627508024059385","0.0007627508024059385"
"34272","0.0007758547711102119","0.0007758547711102119","0.0007758547711102119"
"34275","0.000786094568589846","0.000786094568589846","0.000786094568589846"
"34278","0.000748543365839384","0.000748543365839384","0.000748543365839384"
"34281","0.0007705199948449773","0.0007705199948449773","0.0007705199948449773"
"34284","0.0007500372114227319","0.0007500372114227319","0.0007500372114227319"
"34287","0.0007599635760542688","0.0007599635760542688","0.0007599635760542688"
"34290","0.0007643848589543229","0.0007643848589543229","0.0007643848589543229"
"34293","0.0007532630789429586","0.0007532630789429586","0.0007532630789429586"
"34296","0.0007563033455858178","0.0007563033455858178","0.0007563033455858178"
"34299","0.0007395334726698272","0.0007395334726698272","0.0007395334726698272"
"34302","0.0007413858991262927","0.0007413858991262927","0.0007413858991262927"
"34305","0.0007464289746442476","0.0007464289746442476","0.0007464289746442476"
"34308","0.0007627025008433492","0.0007627025008433492","0.0007627025008433492"
"34311","0.0007701748459297456","0.0007701748459297456","0.0007701748459297456"
"34314","0.00074464321508717","0.00074464321508717","0.00074464321508717"
"34317","0.0007499534312970776","0.0007499534312970776","0.0007499534312970776"
"34320","0.0007589339861036211","0.0007589339861036211","0.0007589339861036211"
"34323","0.0007558810198753022","0.0007558810198753022","0.0007558810198753022"
"34326","0.0007519032966167063","0.0007519032966167063","0.0007519032966167063"
"34329","0.0007556975056640265","0.0007556975056640265","0.0007556975056640265"
"34332","0.0007489897941217127","0.0007489897941217127","0.0007489897941217127"
"34335","0.0007553231258396723","0.0007553231258396723","0.0007553231258396723"
"34338","0.0007519304626976063","0.0007519304626976063","0.0007519304626976063"
"34341","0.0007427728601415297","0.0007427728601415297","0.0007427728601415297"
"34344","0.0007483058635056156","0.0007483058635056156","0.0007483058635056156"
"34347","0.0007632169633321612","0.0007632169633321612","0.0007632169633321612"
"34350","0.0007325415567538279","0.0007325415567538279","0.0007325415567538279"
"34353","0.0007626241272288598","0.0007626241272288598","0.0007626241272288598"
"34356","0.0007616733469872088","0.0007616733469872088","0.0007616733469872088"
"34359","0.0007474871022186933","0.0007474871022186933","0.0007474871022186933"
"34362","0.0007522032500915834","0.0007522032500915834","0.0007522032500915834"
"34365","0.0007580151442106675","0.0007580151442106675","0.0007580151442106675"
"34368","0.0007593574586971958","0.0007593574586971958","0.0007593574586971958"
"34371","0.0007481720673789184","0.0007481720673789184","0.0007481720673789184"
"34374","0.000756427276636284","0.000756427276636284","0.000756427276636284"
"34377","0.0007481147857323325","0.0007481147857323325","0.0007481147857323325"
"34380","0.000739825758451531","0.000739825758451531","0.000739825758451531"
"34383","0.0007535736245378199","0.0007535736245378199","0.0007535736245378199"
"34386","0.0007601100953770103","0.0007601100953770103","0.0007601100953770103"
"34389","0.0007440426737321988","0.0007440426737321988","0.0007440426737321988"
"34392","0.0007551939137888338","0.0007551939137888338","0.0007551939137888338"
"34395","0.0007517675300174236","0.0007517675300174236","0.0007517675300174236"
"34398","0.0007514830055237965","0.0007514830055237965","0.0007514830055237965"
"34401","0.0007546878153655881","0.0007546878153655881","0.0007546878153655881"
"34404","0.0007418174172274313","0.0007418174172274313","0.0007418174172274313"
"34407","0.0007486829112503439","0.0007486829112503439","0.0007486829112503439"
"34410","0.0007624282004111874","0.0007624282004111874","0.0007624282004111874"
"34413","0.0007459056233973208","0.0007459056233973208","0.0007459056233973208"
"34416","0.0007511982213090816","0.0007511982213090816","0.0007511982213090816"
"34419","0.0007572290850491605","0.0007572290850491605","0.0007572290850491605"
"34422","0.0007523404166663338","0.0007523404166663338","0.0007523404166663338"
"34425","0.0007380455454845302","0.0007380455454845302","0.0007380455454845302"
"34428","0.0007472775013430315","0.0007472775013430315","0.0007472775013430315"
"34431","0.0007611729426941126","0.0007611729426941126","0.0007611729426941126"
"34434","0.0007336915453712498","0.0007336915453712498","0.0007336915453712498"
"34437","0.0007642556226723042","0.0007642556226723042","0.0007642556226723042"
"34440","0.0007414162692234913","0.0007414162692234913","0.0007414162692234913"
"34443","0.000755454597180692","0.000755454597180692","0.000755454597180692"
"34446","0.0007548908164767779","0.0007548908164767779","0.0007548908164767779"
"34449","0.0007526424596855815","0.0007526424596855815","0.0007526424596855815"
"34452","0.0007542853948800215","0.0007542853948800215","0.0007542853948800215"
"34455","0.0007599018224871963","0.0007599018224871963","0.0007599018224871963"
"34458","0.0007609492177136127","0.0007609492177136127","0.0007609492177136127"
"34461","0.0007562348551009799","0.0007562348551009799","0.0007562348551009799"
"34464","0.0007440439482358215","0.0007440439482358215","0.0007440439482358215"
"34467","0.0007547307946294682","0.0007547307946294682","0.0007547307946294682"
"34470","0.0007580244598672393","0.0007580244598672393","0.0007580244598672393"
"34473","0.0007484266027702263","0.0007484266027702263","0.0007484266027702263"
"34476","0.0007631867801160161","0.0007631867801160161","0.0007631867801160161"
"34479","0.0007446566314715284","0.0007446566314715284","0.0007446566314715284"
"34482","0.0007704097800985299","0.0007704097800985299","0.0007704097800985299"
"34485","0.0007470202489039313","0.0007470202489039313","0.0007470202489039313"
"34488","0.000750080008019623","0.000750080008019623","0.000750080008019623"
"34491","0.0007505054196879436","0.0007505054196879436","0.0007505054196879436"
"34494","0.0007547858694742485","0.0007547858694742485","0.0007547858694742485"
"34497","0.0007480017556228435","0.0007480017556228435","0.0007480017556228435"
"34500","0.0007562014118994984","0.0007562014118994984","0.0007562014118994984"
"34503","0.0007622654598597179","0.0007622654598597179","0.0007622654598597179"
"34506","0.0007502441084975885","0.0007502441084975885","0.0007502441084975885"
"34509","0.0007642334847164921","0.0007642334847164921","0.0007642334847164921"
"34512","0.0007424604656465149","0.0007424604656465149","0.0007424604656465149"
"34515","0.000768968206910966","0.000768968206910966","0.000768968206910966"
"34518","0.0007580191016121549","0.0007580191016121549","0.0007580191016121549"
"34521","0.0007520317688193257","0.0007520317688193257","0.0007520317688193257"
"34524","0.000748136351070828","0.000748136351070828","0.000748136351070828"
"34527","0.00074891613153682","0.00074891613153682","0.00074891613153682"
"34530","0.0007505462745560298","0.0007505462745560298","0.0007505462745560298"
"34533","0.0007605698910299181","0.0007605698910299181","0.0007605698910299181"
"34536","0.0007452241262889208","0.0007452241262889208","0.0007452241262889208"
"34539","0.0007546126658705893","0.0007546126658705893","0.0007546126658705893"
"34542","0.0007509687467931963","0.0007509687467931963","0.0007509687467931963"
"34545","0.0007546750382262692","0.0007546750382262692","0.0007546750382262692"
"34548","0.0007590397077839038","0.0007590397077839038","0.0007590397077839038"
"34551","0.0007602923010830334","0.0007602923010830334","0.0007602923010830334"
"34554","0.0007477452273119868","0.0007477452273119868","0.0007477452273119868"
"34557","0.0007425040237129476","0.0007425040237129476","0.0007425040237129476"
"34560","0.0007579191462423991","0.0007579191462423991","0.0007579191462423991"
"34563","0.0007522664069706997","0.0007522664069706997","0.0007522664069706997"
"34566","0.0007504866756205154","0.0007504866756205154","0.0007504866756205154"
"34569","0.0007591271917611286","0.0007591271917611286","0.0007591271917611286"
"34572","0.0007506328654826828","0.0007506328654826828","0.0007506328654826828"
"34575","0.0007449567250611165","0.0007449567250611165","0.0007449567250611165"
"34578","0.0007517322996106104","0.0007517322996106104","0.0007517322996106104"
"34581","0.0007362745510663157","0.0007362745510663157","0.0007362745510663157"
"34584","0.0007545427115229705","0.0007545427115229705","0.0007545427115229705"
"34587","0.0007533853804006654","0.0007533853804006654","0.0007533853804006654"
"34590","0.0007500702187767973","0.0007500702187767973","0.0007500702187767973"
"34593","0.0007473032999365593","0.0007473032999365593","0.0007473032999365593"
"34596","0.0007552965149293402","0.0007552965149293402","0.0007552965149293402"
"34599","0.0007469253716826201","0.0007469253716826201","0.0007469253716826201"
"34602","0.0007391689208129552","0.0007391689208129552","0.0007391689208129552"
"34605","0.0007502570221063375","0.0007502570221063375","0.0007502570221063375"
"34608","0.0007324006457667862","0.0007324006457667862","0.0007324006457667862"
"34611","0.0007522413603895719","0.0007522413603895719","0.0007522413603895719"
"34614","0.0007429879561540887","0.0007429879561540887","0.0007429879561540887"
"34617","0.0007497436848975355","0.0007497436848975355","0.0007497436848975355"
"34620","0.0007568132457843587","0.0007568132457843587","0.0007568132457843587"
"34623","0.0007486965579899546","0.0007486965579899546","0.0007486965579899546"
"34626","0.0007609952860014113","0.0007609952860014113","0.0007609952860014113"
"34629","0.0007446297647094668","0.0007446297647094668","0.0007446297647094668"
"34632","0.0007595066262869567","0.0007595066262869567","0.0007595066262869567"
"34635","0.0007556660775106025","0.0007556660775106025","0.0007556660775106025"
"34638","0.0007617021031099281","0.0007617021031099281","0.0007617021031099281"
"34641","0.000759610141421649","0.000759610141421649","0.000759610141421649"
"34644","0.00077249956229512","0.00077249956229512","0.00077249956229512"
"34647","0.0007571610633861634","0.0007571610633861634","0.0007571610633861634"
"34650","0.0007522514907227179","0.0007522514907227179","0.0007522514907227179"
"34653","0.0007435815699587296","0.0007435815699587296","0.0007435815699587296"
"34656","0.0007492697073219574","0.0007492697073219574","0.0007492697073219574"
"34659","0.0007599132485776338","0.0007599132485776338","0.0007599132485776338"
"34662","0.0007525007896582987","0.0007525007896582987","0.0007525007896582987"
"34665","0.0007392239241531929","0.0007392239241531929","0.0007392239241531929"
"34668","0.0007608571997220548","0.0007608571997220548","0.0007608571997220548"
"34671","0.0007543555771354194","0.0007543555771354194","0.0007543555771354194"
"34674","0.0007631183908288861","0.0007631183908288861","0.0007631183908288861"
"34677","0.0007546218823023775","0.0007546218823023775","0.0007546218823023775"
"34680","0.0007371223616982759","0.0007371223616982759","0.0007371223616982759"
"34683","0.0007401111346946199","0.0007401111346946199","0.0007401111346946199"
"34686","0.0007525193948876086","0.0007525193948876086","0.0007525193948876086"
"34689","0.0007469608224523318","0.0007469608224523318","0.0007469608224523318"
"34692","0.0007469284860909429","0.0007469284860909429","0.0007469284860909429"
"34695","0.0007585540849341118","0.0007585540849341118","0.0007585540849341118"
"34698","0.0007589797323680619","0.0007589797323680619","0.0007589797323680619"
"34701","0.0007587549658568083","0.0007587549658568083","0.0007587549658568083"
"34704","0.000766473505696684","0.000766473505696684","0.000766473505696684"
"34707","0.0007495977460673806","0.0007495977460673806","0.0007495977460673806"
"34712","0.0007652441706365132","0.0007592298586768586","0.0007690583613713743"
"34715","0.0007610736413533178","0.0007569305390224778","0.0007678156887420268"
"34718","0.0007380386163121026","0.0007352986373888936","0.0007443515612855635"
"34721","0.0007432672793236119","0.0007404926789828781","0.0007450443893300986"
"34724","0.0007519849673810522","0.0007461811491643781","0.0007614295843233779"
"34727","0.0007508392855533518","0.0007496052983851388","0.0007527011499715671"
"34730","0.0007442665678226506","0.0007403926978461268","0.0007501700769032344"
"34733","0.0007412042146375942","0.0007381280798188143","0.0007450970761866654"
"34736","0.0007598511010890053","0.0007557729007422648","0.0007653889789698408"
"34739","0.0007422305940193823","0.0007344071771791303","0.000747516703999851"
"34742","0.0007493291168227497","0.0007453813293695298","0.0007528826009428939"
"34745","0.0007492070656377826","0.0007453172472909962","0.0007526868579912101"
"34748","0.0007469127077227345","0.0007437043210900427","0.0007509988008116164"
"34751","0.0007486029113861623","0.0007462674875881981","0.0007501680627877485"
"34754","0.0007494815684520519","0.0007468490355418973","0.0007521141013622066"
"34757","0.0007535007439360264","0.0007489395134504846","0.0007574380167560131"
"34760","0.0007620965749774226","0.0007576992440042028","0.0007693727353021093"
"34763","0.0007535037635926032","0.000750727741451125","0.0007565429029626924"
"34766","0.0007394422671706844","0.0007367431278322069","0.000744736542832914"
"34769","0.0007606908062361665","0.0007575325079738677","0.0007625044819578146"
"34772","0.0007451702446206093","0.0007411547903602695","0.0007494554064104634"
"34775","0.0007535300657550776","0.0007481745107213633","0.0007634390348378766"
"34778","0.0007438746427191429","0.0007399148614999466","0.0007501752025783073"
"34781","0.0007498698692547782","0.0007486196341700043","0.0007508310242891371"
"34784","0.0007379611632739701","0.0007317978895672","0.0007480393715804873"
"34787","0.0007349569872957708","0.0007342132603764617","0.0007354679268549138"
"34790","0.0007663862688450005","0.0007635649234324514","0.0007716211917742217"
"34793","0.000749669940041124","0.0007451833784791068","0.0007532718161483762"
"34796","0.0007567660503145592","0.0007529273003003337","0.0007606048003287847"
"34799","0.0007608068731154156","0.0007592250377059478","0.0007623887085248834"
"34802","0.0007579557079494377","0.0007540881974230681","0.0007613048981587739"
"34805","0.0007629155990379443","0.0007608540873457524","0.0007649771107301363"
"34808","0.0007467534611089274","0.0007403723693076296","0.0007523148415158889"
"34811","0.0007567851949049609","0.0007512351291192725","0.0007600123173162644"
"34814","0.0007491195950622237","0.0007419447272758227","0.0007593677248025606"
"34817","0.0007789336255936837","0.000778604862622283","0.0007792623885650846"
"34820","0.0007474689724486602","0.0007445443666950814","0.0007503935782022389"
"34823","0.0007453887992768211","0.0007413638378820335","0.0007483684494157612"
"34826","0.0007535685958424452","0.0007510718067497626","0.0007568300323411862"
"34829","0.0007496503333983299","0.000746475611449132","0.0007516128488413682"
"34832","0.0007451580627263894","0.0007448301900319803","0.0007456386686906462"
"34835","0.0007537825836885052","0.0007502769939886835","0.0007560698264240912"
"34838","0.000764442564150636","0.0007616857601161405","0.000768327660217746"
"34841","0.0007555934590059661","0.0007544991922002125","0.0007565069895050182"
"34844","0.0007537787355388188","0.0007498892400798014","0.0007564594613418139"
"34847","0.000768161812746789","0.0007637891042488711","0.0007760563555945098"
"34850","0.0007568174393248437","0.0007526320192714038","0.0007615993366393549"
"34853","0.0007597627265576283","0.000758499727378479","0.0007610257257367774"
"34856","0.0007553761106867925","0.000753501492148952","0.0007567964358275406"
"34859","0.0007452110935145888","0.0007433136863856766","0.0007471276884487943"
"34862","0.000754165633653334","0.0007492104077059126","0.0007579191740661385"
"34865","0.0007590819040778676","0.000751823825620245","0.0007654261899126118"
"34868","0.0007425858502252553","0.0007397568244461134","0.0007447616076083548"
"34871","0.0007576382236808027","0.0007537091329277325","0.0007615673144338728"
"34874","0.0007532042122594148","0.0007464827458611324","0.0007599256786576973"
"34877","0.0007600529934765731","0.000755681798834102","0.0007644241881190443"
"34880","0.0007476890445261048","0.0007466875203405694","0.0007486905687116402"
"34883","0.0007449010668792273","0.0007412920656142228","0.0007485100681442317"
"34886","0.0007581952894488659","0.0007529694987156751","0.0007634210801820568"
"34889","0.0007477259849184","0.0007474696638536656","0.0007479823059831343"
"34892","0.000742949227487752","0.0007427793821576092","0.0007431190728178947"
"34895","0.0007386082315282631","0.0007386082315282631","0.0007386082315282631"
"34898","0.0007465595009759683","0.0007434833427241213","0.0007496356592278154"
"34901","0.0007585041057670142","0.0007504227017139467","0.0007665855098200818"
"34904","0.0007490528574710094","0.0007429329174520314","0.0007551727974899873"
"34907","0.0007460662659717458","0.0007434708271208322","0.0007486617048226593"
"34910","0.0007560416773666116","0.0007548371024764689","0.0007572462522567545"
"34913","0.0007480830226607828","0.0007453989847739276","0.000750767060547638"
"34916","0.0007575485881593967","0.0007575485881593967","0.0007575485881593967"
"34919","0.0007340881856082863","0.0007340881856082863","0.0007340881856082863"
"34922","0.0007427356169582812","0.0007427356169582812","0.0007427356169582812"
"34925","0.0007454936330131076","0.0007454936330131076","0.0007454936330131076"
"34928","0.0007376615069342235","0.0007376615069342235","0.0007376615069342235"
"34931","0.0007501421882257253","0.0007501421882257253","0.0007501421882257253"
"34934","0.0007446052170767709","0.0007446052170767709","0.0007446052170767709"
"34937","0.0007451281517792461","0.0007451281517792461","0.0007451281517792461"
"34940","0.0007493448067444082","0.0007493448067444082","0.0007493448067444082"
"34943","0.0007560082294311315","0.0007560082294311315","0.0007560082294311315"
"34946","0.000761090182847574","0.000761090182847574","0.000761090182847574"
"34952","0.00075388422073997","0.00075388422073997","0.00075388422073997"
"34955","0.000751011951657249","0.000751011951657249","0.000751011951657249"
"34958","0.0007376294997501818","0.0007376294997501818","0.0007376294997501818"
"34961","0.0007502204929553583","0.0007502204929553583","0.0007502204929553583"
"34964","0.0007603865013103969","0.0007603865013103969","0.0007603865013103969"
"34967","0.0007514446742389107","0.0007514446742389107","0.0007514446742389107"
"34970","0.0007485889007020253","0.0007485889007020253","0.0007485889007020253"
"34973","0.0007475649247046075","0.0007475649247046075","0.0007475649247046075"
"34976","0.0007402990708808838","0.0007402990708808838","0.0007402990708808838"
"34979","0.0007521382500639375","0.0007521382500639375","0.0007521382500639375"
"34982","0.0007368737470879138","0.0007368737470879138","0.0007368737470879138"
"34985","0.0007494879009144205","0.0007494879009144205","0.0007494879009144205"
"34988","0.000751630672958403","0.000751630672958403","0.000751630672958403"
"34991","0.0007606314250468258","0.0007606314250468258","0.0007606314250468258"
"34994","0.0007476511662812334","0.0007476511662812334","0.0007476511662812334"
"34997","0.0007480001468119022","0.0007480001468119022","0.0007480001468119022"
"35000","0.0007432045571314118","0.0007432045571314118","0.0007432045571314118"
"35003","0.0007403198421929037","0.0007403198421929037","0.0007403198421929037"
"35006","0.0007639059072024804","0.0007639059072024804","0.0007639059072024804"
"35009","0.000757533592429266","0.000757533592429266","0.000757533592429266"
"35012","0.0007452241604284446","0.0007452241604284446","0.0007452241604284446"
"35015","0.0007478376710895291","0.0007478376710895291","0.0007478376710895291"
