"Step","base_config_0118 - train_2m_temperature_lwrmse","base_config_0118 - train_2m_temperature_lwrmse__MIN","base_config_0118 - train_2m_temperature_lwrmse__MAX"
"34790","1.2119269978252551","1.2022526734545247","1.2219435289527136"
"34793","1.2255739216788035","1.2147846245768426","1.2338494035480636"
"34796","1.212700089688153","1.1965824685259494","1.2384779283112581"
"34799","1.209066843751405","1.2002988731715158","1.217834814331294"
"34802","1.217582205082615","1.2080166447056648","1.2321196250153414"
"34805","1.2294107496831297","1.219787815462326","1.2385386281858852"
"34808","1.2199468430538127","1.21796338664323","1.2219302994643952"
"34811","1.2045837290027228","1.1976936358660308","1.2106474831807876"
"34814","1.225983941103128","1.217027354988357","1.2323320593642995"
"34817","1.2304245292981675","1.2014093466623204","1.2530577419195923"
"34820","1.2146792665909607","1.2065483732448214","1.2228101599371"
"34823","1.201257390382932","1.194009242549296","1.2071259056933148"
"34826","1.1980068926036223","1.1896561214772932","1.2040577031810205"
"34829","1.214049884116054","1.2101761906315527","1.218178606983983"
"34832","1.206676345535073","1.2000174968824038","1.212864615328238"
"34835","1.2046550540661527","1.2011702006147131","1.2104683592793615"
"34838","1.2224135470730484","1.212644342719257","1.2314364867170369"
"34841","1.2072447267322512","1.2044178585105083","1.2127474122067756"
"34844","1.219422126373874","1.2146159764931905","1.2250372238499212"
"34847","1.2067397327673077","1.1969420872390146","1.2224290176154282"
"34850","1.1901958107269037","1.18793320366736","1.1929610453070059"
"34853","1.2147896228328134","1.202463313312142","1.2241880904603875"
"34856","1.1995715687830308","1.1988589296017682","1.2004641465533417"
"34859","1.1998575501226885","1.1955747000034942","1.2022587645410385"
"34862","1.22458292570797","1.2191101231252461","1.2344778957422244"
"34865","1.1949114053131102","1.189083238133731","1.2050593876467492"
"34868","1.2342086882888725","1.2338432968865574","1.2345740796911877"
"34871","1.2280729237668875","1.2238612059412945","1.2322846415924802"
"34874","1.1996138021242029","1.1874378694572145","1.211789734791191"
"34877","1.230335086204677","1.2262696532339163","1.2344005191754372"
"34880","1.2178112709127178","1.216548689591088","1.2190738522343476"
"34883","1.196872158939001","1.1892104565671802","1.2045338613108219"
"34886","1.2023257713756577","1.1937410908086687","1.2109104519426466"
"34889","1.23067268879879","1.2170108375730646","1.2443345400245154"
"34892","1.2033676790239813","1.202727675662348","1.2040076823856147"
"34895","1.2077032406323984","1.20433739440196","1.2110690868628367"
"34898","1.2031428079100341","1.1952213574532213","1.2110642583668472"
"34901","1.2018792395653213","1.1870247222639418","1.2167337568667005"
"34904","1.2120692230934307","1.2097441528891553","1.214394293297706"
"34907","1.2060445177762598","1.2060445177762598","1.2060445177762598"
"34910","1.2308711099629657","1.2289659113862497","1.2327763085396817"
"34913","1.2176996019975292","1.2176996019975292","1.2176996019975292"
"34916","1.1986283396521888","1.1986283396521888","1.1986283396521888"
"34919","1.202848588366749","1.202848588366749","1.202848588366749"
"34922","1.2005782705874122","1.2005782705874122","1.2005782705874122"
"34925","1.2008565460699434","1.2008565460699434","1.2008565460699434"
"34928","1.204410173585416","1.204410173585416","1.204410173585416"
"34931","1.2054201327145646","1.2054201327145646","1.2054201327145646"
"34934","1.2287261805835077","1.2287261805835077","1.2287261805835077"
"34937","1.2087192918614234","1.2087192918614234","1.2087192918614234"
"34940","1.2111351609592145","1.2111351609592145","1.2111351609592145"
"34943","1.2067352655819379","1.2067352655819379","1.2067352655819379"
"34946","1.2163854312289017","1.2163854312289017","1.2163854312289017"
"34949","1.2342934027198524","1.2342934027198524","1.2342934027198524"
"34952","1.2069350672987205","1.2069350672987205","1.2069350672987205"
"34955","1.2158353767047783","1.2158353767047783","1.2158353767047783"
"34958","1.1923059238611036","1.1923059238611036","1.1923059238611036"
"34961","1.2297250967432132","1.2297250967432132","1.2297250967432132"
"34964","1.2631088465611897","1.2631088465611897","1.2631088465611897"
"34967","1.2154720841217557","1.2154720841217557","1.2154720841217557"
"34970","1.2061643600161926","1.2061643600161926","1.2061643600161926"
"34973","1.2382559828674249","1.2382559828674249","1.2382559828674249"
"34976","1.2173080202859585","1.2173080202859585","1.2173080202859585"
"34979","1.225562383804439","1.225562383804439","1.225562383804439"
"34982","1.2136231451050679","1.2136231451050679","1.2136231451050679"
"34985","1.2045602486975642","1.2045602486975642","1.2045602486975642"
"34988","1.196395161554074","1.196395161554074","1.196395161554074"
"34991","1.2018777912684058","1.2018777912684058","1.2018777912684058"
"34994","1.2067081270938231","1.2067081270938231","1.2067081270938231"
"34997","1.1898078413117796","1.1898078413117796","1.1898078413117796"
"35003","1.2240362229580768","1.2240362229580768","1.2240362229580768"
"35006","1.2224655144060712","1.2224655144060712","1.2224655144060712"
"35009","1.2007482590680032","1.2007482590680032","1.2007482590680032"
"35012","1.2375711214466898","1.2375711214466898","1.2375711214466898"
"35015","1.2135713712244427","1.2135713712244427","1.2135713712244427"
"35021","1.1907069021069512","1.1907069021069512","1.1907069021069512"
"35024","1.186228516191628","1.186228516191628","1.186228516191628"
"35027","1.1938538859234877","1.1938538859234877","1.1938538859234877"
"35030","1.2038361558339874","1.2038361558339874","1.2038361558339874"
"35036","1.2121692455880273","1.2121692455880273","1.2121692455880273"
"35042","1.2238885361016636","1.2238885361016636","1.2238885361016636"
"35045","1.2362266658385614","1.2362266658385614","1.2362266658385614"
"35048","1.2446153483443991","1.2446153483443991","1.2446153483443991"
"35051","1.2164272705302395","1.2164272705302395","1.2164272705302395"
"35054","1.2482468756656835","1.2482468756656835","1.2482468756656835"
"35057","1.2295746485402514","1.2295746485402514","1.2295746485402514"
"35060","1.1986392447904248","1.1986392447904248","1.1986392447904248"
"35063","1.2163260370219775","1.2163260370219775","1.2163260370219775"
"35066","1.2371196739565242","1.2371196739565242","1.2371196739565242"
"35069","1.177806446907065","1.177806446907065","1.177806446907065"
"35072","1.2027768931565324","1.2027768931565324","1.2027768931565324"
"35075","1.2076799024978941","1.2076799024978941","1.2076799024978941"
"35078","1.2202840432437434","1.2202840432437434","1.2202840432437434"
"35081","1.2245960546341226","1.2245960546341226","1.2245960546341226"
"35084","1.2197972030283366","1.2197972030283366","1.2197972030283366"
"35090","1.2109058594899917","1.2109058594899917","1.2109058594899917"
"35093","1.2190050656644718","1.2190050656644718","1.2190050656644718"
"35102","1.22524613500949","1.22524613500949","1.22524613500949"
"35108","1.2083164654933107","1.2083164654933107","1.2083164654933107"
"35111","1.2428314439963195","1.2428314439963195","1.2428314439963195"
"35114","1.234284472262147","1.234284472262147","1.234284472262147"
"35117","1.214227967888903","1.214227967888903","1.214227967888903"
"35120","1.2262291911971406","1.2262291911971406","1.2262291911971406"
"35123","1.2378393624637176","1.2378393624637176","1.2378393624637176"
"35129","1.231398339213882","1.231398339213882","1.231398339213882"
"35132","1.229402477169702","1.229402477169702","1.229402477169702"
"35135","1.2046957228209598","1.2046957228209598","1.2046957228209598"
"35138","1.1989488634171395","1.1989488634171395","1.1989488634171395"
"35141","1.1964494195142348","1.1964494195142348","1.1964494195142348"
"35144","1.2171502854730574","1.2171502854730574","1.2171502854730574"
"35147","1.236657364742371","1.236657364742371","1.236657364742371"
"35150","1.269302732287882","1.269302732287882","1.269302732287882"
"35156","1.2146429809627586","1.2146429809627586","1.2146429809627586"
"35162","1.2300165860789782","1.2300165860789782","1.2300165860789782"
"35165","1.2187246628616797","1.2187246628616797","1.2187246628616797"
"35168","1.2549895504006718","1.2549895504006718","1.2549895504006718"
"35171","1.222477532212602","1.222477532212602","1.222477532212602"
"35174","1.237959125263202","1.237959125263202","1.237959125263202"
"35177","1.1938820120907225","1.1938820120907225","1.1938820120907225"
